"","freq","prev","p.freq","p.prev","p","contaminant"
"MDTJ",0.000148364077283881,9,NA,0.594505494505495,0.594505494505495,FALSE
"MDTK",0.00212955691065531,48,NA,0.88974358974359,0.88974358974359,FALSE
"MDTM",0.00125150851656833,43,NA,0.862271062271062,0.862271062271062,FALSE
"MDTN",0.00185000177873651,62,NA,0.681318681318681,0.681318681318681,FALSE
"MDTO",0.00313895549732523,47,NA,0.884493284493284,0.884493284493284,FALSE
"MDTP",0.00292157976691116,60,NA,0.943223443223443,0.943223443223443,FALSE
"MECA",0.000182344717313554,21,NA,0.705128205128205,0.705128205128205,FALSE
"MECB",0.000248185780284636,24,NA,0.73003663003663,0.73003663003663,FALSE
"MEFA",0.00113154545560276,14,NA,0.642735042735043,0.642735042735043,FALSE
"MEFB",3.08862377812107e-05,3,NA,0.532600732600733,0.532600732600733,FALSE
"MEFE",0.00102817002803608,14,NA,0.642735042735043,0.642735042735043,FALSE
"MEPB",3.61043303820601e-05,3,NA,0.532600732600733,0.532600732600733,FALSE
"MERA",0.00559375117780818,60,NA,0.659340659340659,0.659340659340659,FALSE
"MERB",0.000447068661157095,44,NA,0.868009768009768,0.868009768009768,FALSE
"MERC",0.000290294608430235,38,NA,0.831746031746032,0.831746031746032,FALSE
"MERD",0.00124059136217612,45,NA,0.873626373626374,0.873626373626374,FALSE
"MERE",0.000155550297184843,31,NA,0.783882783882784,0.783882783882784,FALSE
"MERF",3.16592423309561e-05,3,NA,0.532600732600733,0.532600732600733,FALSE
"MERG",0.000125151370154424,30,NA,0.776556776556776,0.776556776556776,FALSE
"MERH",0.000301558545847692,26,NA,0.285714285714286,0.285714285714286,TRUE
"MERP",0.000316021021874756,40,NA,0.844322344322344,0.844322344322344,FALSE
"MERR",0.00024012065871521,38,NA,0.831746031746032,0.831746031746032,FALSE
"MERR1",1.82283044521814e-05,11,NA,0.614163614163614,0.614163614163614,FALSE
"MERR2",0.000143224654175344,29,NA,0.769108669108669,0.769108669108669,FALSE
"MERT",0.00135374610132781,50,NA,0.8998778998779,0.8998778998779,FALSE
"MEXA",0.000862910830595332,48,NA,0.88974358974359,0.88974358974359,FALSE
"MEXB",0.0039556034741129,65,NA,0.96031746031746,0.96031746031746,FALSE
"MEXC",0.0017565617457513,49,NA,0.894871794871795,0.894871794871795,FALSE
"MEXD",0.0038092878348995,59,NA,0.208913308913309,0.208913308913309,TRUE
"MEXE",0.00207669952537813,56,NA,0.927350427350427,0.927350427350427,FALSE
"MEXF",0.00862744296990657,60,NA,0.943223443223443,0.943223443223443,FALSE
"MEXG",0.000565557566929524,45,NA,0.873626373626374,0.873626373626374,FALSE
"MEXH",0.00142888000673062,52,NA,0.90952380952381,0.90952380952381,FALSE
"MEXI",0.00482412485140324,60,NA,0.659340659340659,0.659340659340659,FALSE
"MEXJ",0.00122723751842923,50,NA,0.8998778998779,0.8998778998779,FALSE
"MEXK",0.00416548295021983,63,NA,0.692307692307692,0.692307692307692,FALSE
"MEXL",0.000458377843632132,45,NA,0.873626373626374,0.873626373626374,FALSE
"MEXN",0.00608199086668304,65,NA,0.714285714285714,0.714285714285714,FALSE
"MEXQ",0.00602572190681842,63,NA,0.692307692307692,0.692307692307692,FALSE
"MEXR",0.000229435062013295,31,NA,0.783882783882784,0.783882783882784,FALSE
"MEXV",0.00109858602442834,47,NA,0.884493284493284,0.884493284493284,FALSE
"MEXW",0.0028963767797061,55,NA,0.923076923076923,0.923076923076923,FALSE
"MEXX",0.00185403045181486,51,NA,0.904761904761905,0.904761904761905,FALSE
"MEXY",0.00529875541038702,60,NA,0.659340659340659,0.659340659340659,FALSE
"MFPA",9.73779344962378e-05,20,NA,0.696581196581197,0.696581196581197,FALSE
"MGT",0.00095000333829556,46,NA,0.879120879120879,0.879120879120879,FALSE
"MGTA",0.00424960419541539,70,NA,0.294871794871795,0.294871794871795,TRUE
"MMCO",0.000778094384667602,45,NA,0.873626373626374,0.873626373626374,FALSE
"MMR",2.79137804676246e-05,10,NA,0.604395604395604,0.604395604395604,FALSE
"MNTH",0.00104350627931153,40,NA,0.844322344322344,0.844322344322344,FALSE
"MNTP",0.00114806056779427,48,NA,0.527472527472527,0.527472527472527,FALSE
"MNTR",0.000338521639284868,14,NA,0.642735042735043,0.642735042735043,FALSE
"MODA",0.000916391682383377,57,NA,0.931501831501832,0.931501831501832,FALSE
"MODB",0.00129964189658328,53,NA,0.914163614163614,0.914163614163614,FALSE
"MODC",0.00317029080415119,66,NA,0.725274725274725,0.725274725274725,FALSE
"MOX",0.00201169959110976,62,NA,0.95042735042735,0.95042735042735,FALSE
"MPHA",0.000798123334671767,44,NA,0.868009768009768,0.868009768009768,FALSE
"MPHB",0.000370011113404935,14,NA,0.642735042735043,0.642735042735043,FALSE
"MPHD",0.00018479509880611,34,NA,0.805128205128205,0.805128205128205,FALSE
"MPHE",0.000205545744306737,12,NA,0.623809523809524,0.623809523809524,FALSE
"MPHG",2.55790062251462e-05,2,NA,0.521855921855922,0.521855921855922,FALSE
"MPHH",0.000928116746288211,46,NA,0.879120879120879,0.879120879120879,FALSE
"MPHI",2.44110138165043e-05,7,NA,0.574358974358974,0.574358974358974,FALSE
"MPHJ",6.55758618310199e-05,11,NA,0.614163614163614,0.614163614163614,FALSE
"MPHK",9.17505669212564e-05,5,NA,0.553724053724054,0.553724053724054,FALSE
"MPHO",0.000630515460278206,45,NA,0.873626373626374,0.873626373626374,FALSE
"MPRF",0.000888543491987262,51,NA,0.56043956043956,0.56043956043956,FALSE
"MRDH",0.000315407401617241,32,NA,0.351648351648352,0.351648351648352,TRUE
"MREA",3.21852790536857e-06,3,NA,0.532600732600733,0.532600732600733,FALSE
"MSBA",0.00271283258365467,53,NA,0.914163614163614,0.914163614163614,FALSE
"MSI",0.0018676967703885,49,NA,0.894871794871795,0.894871794871795,FALSE
"MSRA",3.44009088047914e-05,3,NA,0.532600732600733,0.532600732600733,FALSE
"MSRD",0.00156336879356077,9,NA,0.594505494505495,0.594505494505495,FALSE
"MSRE",7.29040685093511e-05,3,NA,0.532600732600733,0.532600732600733,FALSE
"MTRA",7.81026439023539e-05,23,NA,0.721855921855922,0.721855921855922,FALSE
"MTRAD",0.000298471435391266,38,NA,0.831746031746032,0.831746031746032,FALSE
"MTRC",0.00036511569835513,39,NA,0.838095238095238,0.838095238095238,FALSE
"MTRD",0.000826833802384051,47,NA,0.884493284493284,0.884493284493284,FALSE
"MTRE",0.000537276134264928,42,NA,0.856410256410256,0.856410256410256,FALSE
"MTRF",0.000117976713245653,21,NA,0.705128205128205,0.705128205128205,FALSE
"MUS",2.77492824329058e-05,4,NA,0.543223443223443,0.543223443223443,FALSE
"MUXA",0.00178925913699183,51,NA,0.904761904761905,0.904761904761905,FALSE
"MUXB",0.00874295327914109,63,NA,0.692307692307692,0.692307692307692,FALSE
"MUXC",0.00592255430811813,61,NA,0.223443223443223,0.223443223443223,TRUE
"MVRC",0.000320887217322852,8,NA,0.584493284493284,0.584493284493284,FALSE
"MYMT",4.49326391777051e-05,15,NA,0.652014652014652,0.652014652014652,FALSE
"MYRA",0.00101024659280038,48,NA,0.88974358974359,0.88974358974359,FALSE
"MYX",0.000120330670426364,20,NA,0.696581196581197,0.696581196581197,FALSE
"NCCA",0.00308818760453,57,NA,0.931501831501832,0.931501831501832,FALSE
"NCCB",0.000425754145191005,41,NA,0.85042735042735,0.85042735042735,FALSE
"NCCC",0.000476620908947094,35,NA,0.384615384615385,0.384615384615385,TRUE
"NCCH",0.000207952065496772,34,NA,0.805128205128205,0.805128205128205,FALSE
"NCCN",0.000117983457530563,26,NA,0.746031746031746,0.746031746031746,FALSE
"NCCX",1.21464979052705e-05,5,NA,0.553724053724054,0.553724053724054,FALSE
"NCCY",6.65111938813592e-05,22,NA,0.713553113553114,0.713553113553114,FALSE
"NCRA",0.00037789459226211,41,NA,0.85042735042735,0.85042735042735,FALSE
"NCRAN",8.28579023703782e-05,24,NA,0.73003663003663,0.73003663003663,FALSE
"NCRC",6.19384310759716e-06,4,NA,0.543223443223443,0.543223443223443,FALSE
"NCRCN",0.000156715159330084,27,NA,0.753846153846154,0.753846153846154,FALSE
"NCZA",0.00490142410397258,55,NA,0.923076923076923,0.923076923076923,FALSE
"NDM",0.00063535275456263,41,NA,0.85042735042735,0.85042735042735,FALSE
"NFSA",0.00151188932054303,24,NA,0.73003663003663,0.73003663003663,FALSE
"NHAA",0.00210924536174281,31,NA,0.783882783882784,0.783882783882784,FALSE
"NHAB",0.00132848531933023,25,NA,0.738095238095238,0.738095238095238,FALSE
"NHLF",0.000280880181396532,39,NA,0.838095238095238,0.838095238095238,FALSE
"NIA",0.000857971452394481,44,NA,0.868009768009768,0.868009768009768,FALSE
"NIKA",0.00280527722101137,56,NA,0.927350427350427,0.927350427350427,FALSE
"NIKB",0.00231324877730793,53,NA,0.582417582417582,0.582417582417582,FALSE
"NIKC",0.00201274468939126,47,NA,0.884493284493284,0.884493284493284,FALSE
"NIKD",0.00171736079321198,44,NA,0.868009768009768,0.868009768009768,FALSE
"NIKE",0.00228630663178665,49,NA,0.894871794871795,0.894871794871795,FALSE
"NIKR",0.000780486721448947,45,NA,0.873626373626374,0.873626373626374,FALSE
"NIMA",5.64746170786783e-05,9,NA,0.594505494505495,0.594505494505495,FALSE
"NIMC",2.79434468474524e-05,6,NA,0.564102564102564,0.564102564102564,FALSE
"NIMD",2.6498677515516e-05,9,NA,0.594505494505495,0.594505494505495,FALSE
"NIMI",0.000288724059516746,34,NA,0.805128205128205,0.805128205128205,FALSE
"NIRA",0.00038524500209296,26,NA,0.746031746031746,0.746031746031746,FALSE
"NIRC",0.000201898279108955,29,NA,0.769108669108669,0.769108669108669,FALSE
"NMPC",0.000572346528762964,12,NA,0.623809523809524,0.623809523809524,FALSE
"NMTR",5.52201634836275e-05,19,NA,0.687912087912088,0.687912087912088,FALSE
"NORM",0.00251068768306677,53,NA,0.582417582417582,0.582417582417582,FALSE
"NORMD",0.000376216348284957,42,NA,0.856410256410256,0.856410256410256,FALSE
"NOVA",0.00222319480023002,58,NA,0.201831501831502,0.201831501831502,TRUE
"NRSA",4.55301344943825e-05,5,NA,0.553724053724054,0.553724053724054,FALSE
"NRSD",5.57464306480776e-05,17,NA,0.67020757020757,0.67020757020757,FALSE
"NSHR",0.00132328112583158,51,NA,0.155677655677656,0.155677655677656,TRUE
"OCH",0.000239451501648823,28,NA,0.761538461538461,0.761538461538461,FALSE
"OKP",0.000884836608679188,48,NA,0.88974358974359,0.88974358974359,FALSE
"OLEB",0.0034100443795467,55,NA,0.604395604395604,0.604395604395604,FALSE
"OLEC",0.00311691043616102,60,NA,0.659340659340659,0.659340659340659,FALSE
"OLED",0.000743086447388449,47,NA,0.516483516483516,0.516483516483516,FALSE
"OLEI",0.000479620111288717,41,NA,0.85042735042735,0.85042735042735,FALSE
"OMP37",0.000328960500828501,34,NA,0.805128205128205,0.805128205128205,FALSE
"OMP38",0.00070604800799088,46,NA,0.879120879120879,0.879120879120879,FALSE
"OMPR",0.00174786531839803,48,NA,0.527472527472527,0.527472527472527,FALSE
"OPCM",0.00189250218737624,49,NA,0.894871794871795,0.894871794871795,FALSE
"OPMB",0.00173111969327783,59,NA,0.939438339438339,0.939438339438339,FALSE
"OPMD",0.00214345709097022,52,NA,0.571428571428571,0.571428571428571,FALSE
"OPMH",0.00115968795794253,49,NA,0.894871794871795,0.894871794871795,FALSE
"OPRA",0.00159609416510997,55,NA,0.923076923076923,0.923076923076923,FALSE
"OPRJ",0.00160019290909232,49,NA,0.538461538461539,0.538461538461539,FALSE
"OPRM",0.00137023220797738,48,NA,0.88974358974359,0.88974358974359,FALSE
"OPRN",0.00160866318831182,45,NA,0.873626373626374,0.873626373626374,FALSE
"OPRZ",0.00210934363954518,58,NA,0.935531135531136,0.935531135531136,FALSE
"OPTRA",2.12050801449923e-05,2,NA,0.521855921855922,0.521855921855922,FALSE
"OQXA",0.000917051086065543,45,NA,0.873626373626374,0.873626373626374,FALSE
"OQXB",0.00328109186661945,56,NA,0.927350427350427,0.927350427350427,FALSE
"OTRA",0.00333224775021376,59,NA,0.648351648351648,0.648351648351648,FALSE
"OTRB",0.00191761362189378,49,NA,0.894871794871795,0.894871794871795,FALSE
"OTRC",0.000779030213030517,45,NA,0.873626373626374,0.873626373626374,FALSE
"OXA",0.017110678017367,76,NA,0.835164835164835,0.835164835164835,FALSE
"OXY",0.000788229011584628,45,NA,0.873626373626374,0.873626373626374,FALSE
"OXYRKP",0.000980902149575182,52,NA,0.90952380952381,0.90952380952381,FALSE
"PAC",7.04680018271502e-05,20,NA,0.696581196581197,0.696581196581197,FALSE
"PARY",0.00379955825109104,64,NA,0.703296703296703,0.703296703296703,FALSE
"PBP2",0.00251268578176629,38,NA,0.831746031746032,0.831746031746032,FALSE
"PBP4B",0.00260448610043144,41,NA,0.85042735042735,0.85042735042735,FALSE
"PBRA",0.00148742653610188,49,NA,0.894871794871795,0.894871794871795,FALSE
"PBRB",0.000180443266265786,33,NA,0.798168498168498,0.798168498168498,FALSE
"PBRD",3.02778287802043e-05,11,NA,0.614163614163614,0.614163614163614,FALSE
"PBRR",0.000297113807204108,36,NA,0.818681318681319,0.818681318681319,FALSE
"PBRT",0.000590996879411305,46,NA,0.879120879120879,0.879120879120879,FALSE
"PCM",0.000334111850045822,39,NA,0.838095238095238,0.838095238095238,FALSE
"PCOA",0.00105477452846081,43,NA,0.862271062271062,0.862271062271062,FALSE
"PCOB",0.000275448261984575,36,NA,0.818681318681319,0.818681318681319,FALSE
"PCOC",6.15194716215673e-05,12,NA,0.623809523809524,0.623809523809524,FALSE
"PCOD",0.000225708326817017,26,NA,0.746031746031746,0.746031746031746,FALSE
"PCOE",0.000265392818712784,20,NA,0.696581196581197,0.696581196581197,FALSE
"PCOR",0.000353007190127671,15,NA,0.652014652014652,0.652014652014652,FALSE
"PCOS",0.000484921678626771,17,NA,0.67020757020757,0.67020757020757,FALSE
"PDC",0.00531289298264054,62,NA,0.681318681318681,0.681318681318681,FALSE
"PDRM",3.49861443229384e-06,2,NA,0.521855921855922,0.521855921855922,FALSE
"PENA",0.00106616613439323,47,NA,0.884493284493284,0.884493284493284,FALSE
"PENI",0.0037923154274827,56,NA,0.615384615384615,0.615384615384615,FALSE
"PERO",0.000956397715666937,47,NA,0.884493284493284,0.884493284493284,FALSE
"PFR",6.91639310903674e-05,3,NA,0.532600732600733,0.532600732600733,FALSE
"PGPA",0.000809174282920405,47,NA,0.884493284493284,0.884493284493284,FALSE
"PHOR",0.00106357930197744,50,NA,0.8998778998779,0.8998778998779,FALSE
"PITA",0.00386291399528059,38,NA,0.417582417582418,0.417582417582418,TRUE
"PLA",0.000126884507750417,27,NA,0.753846153846154,0.753846153846154,FALSE
"PME",0.000694698913186619,47,NA,0.884493284493284,0.884493284493284,FALSE
"PMPM",0.00157212015724174,50,NA,0.8998778998779,0.8998778998779,FALSE
"PMRA",7.80818297474705e-05,13,NA,0.633333333333333,0.633333333333333,FALSE
"PMRAM",9.01878617690466e-05,24,NA,0.73003663003663,0.73003663003663,FALSE
"PMRBM",0.000107370058985816,26,NA,0.746031746031746,0.746031746031746,FALSE
"PMRCM",8.66492231094452e-05,22,NA,0.713553113553114,0.713553113553114,FALSE
"PMRF",0.000920305351124278,14,NA,0.642735042735043,0.642735042735043,FALSE
"PMRG",0.000133802903447785,26,NA,0.746031746031746,0.746031746031746,FALSE
"PNGM",0.000270100566180901,33,NA,0.798168498168498,0.798168498168498,FALSE
"POM",0.000815480693546536,45,NA,0.873626373626374,0.873626373626374,FALSE
"POXT",0.000181708773616848,23,NA,0.721855921855922,0.721855921855922,FALSE
"PST",0.000216585864904586,36,NA,0.818681318681319,0.818681318681319,FALSE
"PSTA",0.00266382507423813,39,NA,0.838095238095238,0.838095238095238,FALSE
"PSTB",0.00297780168457698,68,NA,0.969108669108669,0.969108669108669,FALSE
"PSTC",0.00203507878360032,52,NA,0.90952380952381,0.90952380952381,FALSE
"PSTS",0.00153990543150777,46,NA,0.879120879120879,0.879120879120879,FALSE
"QACAB",1.93086435466923e-05,2,NA,0.521855921855922,0.521855921855922,FALSE
"QACG",0.00143599387375376,25,NA,0.274725274725275,0.274725274725275,TRUE
"QACPB",6.30334048919659e-05,21,NA,0.705128205128205,0.705128205128205,FALSE
"QEPA",0.00406846516795861,61,NA,0.67032967032967,0.67032967032967,FALSE
"QNRA",0.000136908560760771,19,NA,0.687912087912088,0.687912087912088,FALSE
"QNRB",0.000205143577059733,33,NA,0.798168498168498,0.798168498168498,FALSE
"R39",0.000508250832691348,46,NA,0.879120879120879,0.879120879120879,FALSE
"RAHN",0.000223545078454097,35,NA,0.811965811965812,0.811965811965812,FALSE
"RBPA",0.000155476640488504,32,NA,0.791086691086691,0.791086691086691,FALSE
"RCNA",0.00113560881121982,42,NA,0.461538461538462,0.461538461538462,TRUE
"RCNB",0.00072077055464684,30,NA,0.776556776556776,0.776556776556776,FALSE
"RCNR",0.000275694692057068,13,NA,0.633333333333333,0.633333333333333,FALSE
"RCP",0.000359196317909016,43,NA,0.862271062271062,0.862271062271062,FALSE
"RECG",0.000461888927083174,41,NA,0.85042735042735,0.85042735042735,FALSE
"RECGM",0.00339200886305421,61,NA,0.946886446886447,0.946886446886447,FALSE
"RGT",0.000613754863811353,45,NA,0.873626373626374,0.873626373626374,FALSE
"RICR",4.93715395895297e-05,11,NA,0.614163614163614,0.614163614163614,FALSE
"RLMA",3.31204482166117e-05,15,NA,0.652014652014652,0.652014652014652,FALSE
"RLMH",8.18449404131151e-05,10,NA,0.604395604395604,0.604395604395604,FALSE
"RM3",0.000444631011940064,45,NA,0.873626373626374,0.873626373626374,FALSE
"RMTA",2.65636719405852e-05,14,NA,0.642735042735043,0.642735042735043,FALSE
"RMTB",0.000122138778829818,23,NA,0.721855921855922,0.721855921855922,FALSE
"RMTD",0.000173855214140038,32,NA,0.791086691086691,0.791086691086691,FALSE
"RMTF",0.000426153422753684,42,NA,0.856410256410256,0.856410256410256,FALSE
"RMTG",0.000256523889467066,37,NA,0.825274725274725,0.825274725274725,FALSE
"RMTH",0.000101164938970415,20,NA,0.696581196581197,0.696581196581197,FALSE
"ROBA",0.00165094343039162,38,NA,0.831746031746032,0.831746031746032,FALSE
"ROSA",5.77391227022207e-05,10,NA,0.604395604395604,0.604395604395604,FALSE
"ROSB",7.94088181052972e-05,22,NA,0.713553113553114,0.713553113553114,FALSE
"ROX",0.00122894361834702,48,NA,0.88974358974359,0.88974358974359,FALSE
"RPH",0.002044836280773,51,NA,0.56043956043956,0.56043956043956,FALSE
"RPOS",0.00163789127234288,34,NA,0.805128205128205,0.805128205128205,FALSE
"RSA",0.000220589946410391,30,NA,0.776556776556776,0.776556776556776,FALSE
"RUB",0.000139795664555799,30,NA,0.776556776556776,0.776556776556776,FALSE
"RUVB",0.0014176773987663,52,NA,0.90952380952381,0.90952380952381,FALSE
"RUVBM",0.00117485839506238,53,NA,0.582417582417582,0.582417582417582,FALSE
"SAT",0.000752659004995835,49,NA,0.894871794871795,0.894871794871795,FALSE
"SCO",4.86392051572058e-05,19,NA,0.687912087912088,0.687912087912088,FALSE
"SDEA",1.87888805450003e-05,8,NA,0.584493284493284,0.584493284493284,FALSE
"SDEB",0.0037565440121851,52,NA,0.90952380952381,0.90952380952381,FALSE
"SDEX",0.000395816091242883,45,NA,0.873626373626374,0.873626373626374,FALSE
"SDEY",0.000785579523788338,47,NA,0.884493284493284,0.884493284493284,FALSE
"SDIA",5.26472826701562e-05,4,NA,0.543223443223443,0.543223443223443,FALSE
"SED",0.000302087618790041,41,NA,0.85042735042735,0.85042735042735,FALSE
"SFC",5.23334147678648e-06,4,NA,0.543223443223443,0.543223443223443,FALSE
"SFH",1.80369486893902e-06,1,NA,NA,NA,FALSE
"SFH1",1.80369486893902e-06,1,NA,NA,NA,FALSE
"SFO",1.66176636910177e-05,9,NA,0.594505494505495,0.594505494505495,FALSE
"SGM",0.000254255690514352,32,NA,0.791086691086691,0.791086691086691,FALSE
"SHV",0.00225066842124747,51,NA,0.904761904761905,0.904761904761905,FALSE
"SILA",0.00168819943955882,61,NA,0.946886446886447,0.946886446886447,FALSE
"SILB",0.000367200525708127,31,NA,0.783882783882784,0.783882783882784,FALSE
"SILC",0.00104593497730685,27,NA,0.296703296703297,0.296703296703297,TRUE
"SILE",0.000312414599660143,8,NA,0.584493284493284,0.584493284493284,FALSE
"SILF",0.00034481089590768,4,NA,0.543223443223443,0.543223443223443,FALSE
"SILP",0.000898561922394822,45,NA,0.873626373626374,0.873626373626374,FALSE
"SILS",0.000369066755941892,36,NA,0.818681318681319,0.818681318681319,FALSE
"SITA",0.000121983156403939,17,NA,0.67020757020757,0.67020757020757,FALSE
"SITB",0.000668117192250323,46,NA,0.879120879120879,0.879120879120879,FALSE
"SITC",0.000211568748465988,22,NA,0.713553113553114,0.713553113553114,FALSE
"SITD",0.000248171104228827,34,NA,0.805128205128205,0.805128205128205,FALSE
"SMB",0.000199613509209314,33,NA,0.798168498168498,0.798168498168498,FALSE
"SMDA",0.00243148247626264,57,NA,0.626373626373626,0.626373626373626,FALSE
"SMDB",0.00304180852160919,66,NA,0.963369963369963,0.963369963369963,FALSE
"SME",0.0156065028416439,69,NA,0.286446886446887,0.286446886446887,TRUE
"SMET",0.000619879930707157,42,NA,0.461538461538462,0.461538461538462,TRUE
"SMFY",0.00170350424457325,54,NA,0.918681318681319,0.918681318681319,FALSE
"SMR",5.07884534830537e-05,19,NA,0.687912087912088,0.687912087912088,FALSE
"SMRA",0.00387277055052937,56,NA,0.927350427350427,0.927350427350427,FALSE
"SMTB",8.66604954265517e-06,5,NA,0.553724053724054,0.553724053724054,FALSE
"SMVA",0.000244260315697116,35,NA,0.811965811965812,0.811965811965812,FALSE
"SODA",0.00199268509784209,59,NA,0.939438339438339,0.939438339438339,FALSE
"SODB",0.0024207759844167,62,NA,0.230891330891331,0.230891330891331,TRUE
"SOXR",0.000321269107755273,40,NA,0.844322344322344,0.844322344322344,FALSE
"SOXRB",0.00082983371603517,19,NA,0.687912087912088,0.687912087912088,FALSE
"SOXS",0.000427067261322554,18,NA,0.679120879120879,0.679120879120879,FALSE
"SRMB",0.00259761254732107,59,NA,0.648351648351648,0.648351648351648,FALSE
"SRT",0.00175110998027832,52,NA,0.90952380952381,0.90952380952381,FALSE
"SSME",1.95078789833215e-05,10,NA,0.604395604395604,0.604395604395604,FALSE
"STA",0.000249252032424767,33,NA,0.798168498168498,0.798168498168498,FALSE
"SUGE",0.000873903178229118,34,NA,0.805128205128205,0.805128205128205,FALSE
"SULI",0.000839189533945306,44,NA,0.868009768009768,0.868009768009768,FALSE
"SULII",0.00243845165501184,48,NA,0.88974358974359,0.88974358974359,FALSE
"SULIV",7.65092597557253e-05,18,NA,0.679120879120879,0.679120879120879,FALSE
"SULR",5.65022035419148e-05,21,NA,0.705128205128205,0.705128205128205,FALSE
"SULX",3.43760360557292e-05,15,NA,0.652014652014652,0.652014652014652,FALSE
"TAEA",0.000617679790838182,44,NA,0.868009768009768,0.868009768009768,FALSE
"TAP",0.000508935088016181,43,NA,0.862271062271062,0.862271062271062,FALSE
"TBTA",0.000265575506351477,34,NA,0.805128205128205,0.805128205128205,FALSE
"TBTB",0.00172866919822481,55,NA,0.604395604395604,0.604395604395604,FALSE
"TBTM",0.00122808646170403,48,NA,0.88974358974359,0.88974358974359,FALSE
"TBTR",0.000204087991908852,37,NA,0.825274725274725,0.825274725274725,FALSE
"TCMA",0.000795900822632641,46,NA,0.879120879120879,0.879120879120879,FALSE
"TCR3",0.00205831372011197,52,NA,0.90952380952381,0.90952380952381,FALSE
"TCRB",0.00026874560633782,19,NA,0.687912087912088,0.687912087912088,FALSE
"TEHA",0.00109845282640206,20,NA,0.696581196581197,0.696581196581197,FALSE
"TEHB",0.000869250674876949,26,NA,0.746031746031746,0.746031746031746,FALSE
"TEM",0.000187825032505552,14,NA,0.642735042735043,0.642735042735043,FALSE
"TER",0.000439384614193946,37,NA,0.825274725274725,0.825274725274725,FALSE
"TERE",0.000284300727322629,14,NA,0.642735042735043,0.642735042735043,FALSE
"TERZ",0.000111893571834596,9,NA,0.594505494505495,0.594505494505495,FALSE
"TET30",0.000327641355552566,39,NA,0.838095238095238,0.838095238095238,FALSE
"TET33",0.000579571229141724,39,NA,0.428571428571429,0.428571428571429,TRUE
"TET38",0.00015600453208498,8,NA,0.584493284493284,0.584493284493284,FALSE
"TET40",0.00133986061588945,30,NA,0.776556776556776,0.776556776556776,FALSE
"TET42",0.00141205234833506,47,NA,0.884493284493284,0.884493284493284,FALSE
"TET43",0.000712401246666168,43,NA,0.862271062271062,0.862271062271062,FALSE
"TET47",3.79449419248872e-05,15,NA,0.652014652014652,0.652014652014652,FALSE
"TET51",8.33164630245027e-06,5,NA,0.553724053724054,0.553724053724054,FALSE
"TET52",1.08398125087589e-05,5,NA,0.553724053724054,0.553724053724054,FALSE
"TET54",2.77699668890353e-05,9,NA,0.594505494505495,0.594505494505495,FALSE
"TET57",4.14739162742008e-05,16,NA,0.661172161172161,0.661172161172161,FALSE
"TET58",0.000119828783512593,34,NA,0.805128205128205,0.805128205128205,FALSE
"TETA",0.00460561305986371,59,NA,0.208913308913309,0.208913308913309,TRUE
"TETA46",4.66607754149844e-05,19,NA,0.687912087912088,0.687912087912088,FALSE
"TETA60",3.22830069910201e-05,6,NA,0.564102564102564,0.564102564102564,FALSE
"TETB",0.00077935214746273,37,NA,0.406593406593407,0.406593406593407,TRUE
"TETB46",0.000146389320636017,9,NA,0.594505494505495,0.594505494505495,FALSE
"TETB60",5.58672774279983e-05,11,NA,0.614163614163614,0.614163614163614,FALSE
"TETC",0.0007017634882301,43,NA,0.862271062271062,0.862271062271062,FALSE
"TETD",0.000389824613630711,21,NA,0.705128205128205,0.705128205128205,FALSE
"TETE",6.02815994047585e-06,3,NA,0.532600732600733,0.532600732600733,FALSE
"TETG",0.000485276432189115,42,NA,0.856410256410256,0.856410256410256,FALSE
"TETH",0.000839561061719007,11,NA,0.614163614163614,0.614163614163614,FALSE
"TETJ",1.70366482631118e-05,7,NA,0.574358974358974,0.574358974358974,FALSE
"TETL",0.0108234465787188,45,NA,0.120879120879121,0.120879120879121,TRUE
"TETM",0.000951357261628568,33,NA,0.362637362637363,0.362637362637363,TRUE
"TETO",0.00603559730325423,61,NA,0.946886446886447,0.946886446886447,FALSE
"TETQ",0.00984088885919636,39,NA,0.428571428571429,0.428571428571429,TRUE
"TETS",0.000245028077864934,5,NA,0.553724053724054,0.553724053724054,FALSE
"TETT",3.52348198706675e-05,12,NA,0.623809523809524,0.623809523809524,FALSE
"TETV",0.00111896644678285,48,NA,0.527472527472527,0.527472527472527,FALSE
"TETW",0.0121148786970851,66,NA,0.725274725274725,0.725274725274725,FALSE
"TETX",0.000233036355627171,29,NA,0.769108669108669,0.769108669108669,FALSE
"TETY",5.46033837819441e-05,12,NA,0.623809523809524,0.623809523809524,FALSE
"TETZ",0.000428170723699504,39,NA,0.838095238095238,0.838095238095238,FALSE
"THINB",0.00084543078235391,46,NA,0.505494505494505,0.505494505494505,FALSE
"TLA",0.000132432194022435,26,NA,0.746031746031746,0.746031746031746,FALSE
"TLMB",0.000698874190477778,45,NA,0.873626373626374,0.873626373626374,FALSE
"TLRC",0.00380071378835556,57,NA,0.194871794871795,0.194871794871795,TRUE
"TLRCM",0.00264649246594679,51,NA,0.56043956043956,0.56043956043956,FALSE
"TOLC",0.002888993600043,48,NA,0.527472527472527,0.527472527472527,FALSE
"TOLCSM",0.000909398184897471,47,NA,0.884493284493284,0.884493284493284,FALSE
"TRGA",0.000273141302380078,32,NA,0.791086691086691,0.791086691086691,FALSE
