"Variance"
0.520484990168667
0.078920224667852
0.0511040711330567
0.0448243350398491
0.0376308597250689
0.0350198461594938
0.0296107329373189
0.0275052754682679
0.024609189012785
0.0229516912980842
0.0194968772020064
0.0173787547786523
0.0155411949023788
0.0130459901071996
0.0108799646434474
0.00929759563239054
0.00728900463898449
0.00680347064962134
0.0064275659417465
0.00495742813702903
0.00339302319920311
0.00275541416268992
0.0021570243929495
0.00194913452068122
0.00133737989406662
0.00101643217265547
0.000800662645611391
0.000683140196233173
0.000563758464026981
0.000352423918302436
0.000288200289452387
0.000228846592419435
0.000161300576041601
0.000132570557859141
0.000112390130462471
9.30374938922408e-05
5.7918748686789e-05
5.19435557004168e-05
4.06498234681436e-05
2.16567351593024e-05
1.04092706554461e-05
7.42402711092511e-06
3.99473573100458e-06
1.39406954035932e-06
8.07583500385262e-07
