"Variance"
0.600694810419432
0.0509007547304633
0.0368302693970523
0.0304041678477376
0.0270382314770046
0.0257785151246949
0.0226320580077525
0.0222154282095733
0.0199012634421302
0.0183132824633446
0.017504296128676
0.0157009542748332
0.0143845034720043
0.0137534336885917
0.013199729166191
0.0101700686708797
0.00812504208761112
0.00635628499968334
0.00543227858302795
0.00512691724904762
0.00412653631152931
0.00347990860465603
0.00312581676117819
0.00281229837771078
0.00254469832690127
0.00239100072274265
0.00214305073257452
0.00198163581769531
0.00169898106512375
0.00143260413836575
0.00136173093272942
0.0012006308958894
0.000898432918910316
0.000851863721538412
0.000772929949379583
0.000723641283807554
0.00062188229929156
0.0005126688898659
0.000420107703709707
0.000358390583240316
0.000321617318299542
0.000292865326461438
0.000263466279391445
0.000242322008672838
0.00019994691507425
0.000192605890284001
0.000145952215119147
0.000124120121536742
0.000112645165277965
7.83355699100946e-05
5.59409046540586e-05
4.90828087464527e-05
