"","AMC1","AMC21","AMC22","AMC23","AMC24","AMC25","AMC26","AMC27","AMC28","AMC2","AMC30","AMC32","AMC33","AMC34","AMC35","AMC36","AMC37","AMC38","AMC40","AMC42","AMC43","AMC44","AMC45","AMC46","AMC47","AMC48","AMC49","AMC4","AMC50","AMC51","AMC52","AMC53","AMC54","AMC55","AMC57","AMC58","AMC59","AMC5","AMC60","AMC65","AMC66","AMC67","AMC68","AMC69","AMC6","AMC70","AMC91","AMC93","AMC94","AMC95","AMC96","AMC97","AMC9","Genus"
"48935",0.000474294078683752,0,0.000442715008038772,0.000444133171623307,0.000638639917197031,0.000565078169146732,0,0.000498144067415497,0.000757027660257485,0,0.000731064326276224,0.00079987614820931,0.000735134851299285,0,0.000791591277021236,0.000692258399479871,4.74225826338502e-05,0.000578369775549586,0.000570085951420368,0.00032540675844806,0.000878183414878936,0.000616009343629724,0.000584737710179839,0.00163532297628782,0.000657100710741585,0,0,0.000384731970060858,0,0,0.000508976095376944,0.000725916756451108,0.000652406117358363,0.000659780952723696,0.000787454859765363,0,0.00084813282274024,0,0.000320696903525625,0,0.000297514402401753,0,0,0.000700127047444707,0.000568425093384122,0,0.000629783434330293,0.000585591963368886,0.000423728813559322,0.000631939237076994,0.000875898708570773,0.000657450244347291,0.000438782925859397,"g__Novosphingobium"
"93064",0.00318104132082723,0,0.00266405697819823,0.00348473719273671,0.00301702305710322,0.0028938851692666,0.000693240901213172,0.00351814247612195,0.0018015341788406,0,0.00187565998862789,0.00276086283414181,0.00165405341542339,0,0.00186291781735073,0.0020674203552034,0.000189690330535401,0.00210011299010464,0.00197799052780265,0.00235294117647059,0.00216409484380881,0.00216835288957663,0.00172878975183604,0,0.00198471235081132,0.00130548302872063,0.00119331742243437,0.00330131119764342,0.000533760341606619,0,0.00142340772435925,0.003003003003003,0.00201638644863742,0.00268710788018378,0.00213474090889516,0,0.00251869747359223,0,0.003125337096177,0.00409165302782324,0.00278581667703459,0,3.2455941060011e-05,0.00189888116282564,0.00207438248364855,0,0.00177403784318392,0.00177464606739256,0.00183275474780478,0.00173254154471348,0.00231748199976017,0.00175017092696445,0.00368851897050556,"g__Sphingomonas"
"2878542",0.000776860990947525,0,0.000582519747419438,8.54102253121744e-05,0.000462463388315092,0.000616448911796435,0,0.000577708744849917,0.000436009601793868,0,0.000265841573191354,0.000705267141431864,0.000341312609531811,0,0.00044043424435768,0.000369516307830472,0,0.00046028035501974,0.000313893479324575,0.000500625782227785,9.40910801656003e-05,0.000453382876911477,0.000295546777427853,0.00327064595257563,0.000201153278798444,0,0,0.000645106131617196,0,0,0.000500349381895979,0.000886382565771879,0.00054185520009716,0.000515828744856708,0.000498311278445269,0,0.000822431828111748,0,0.000737602878108938,0,0.000270467638547048,0.000211622296525162,0.000162279705300055,0.000495211814046256,0.000573793925434976,0,0.000595781042335935,0.000691438398062323,0.000528384725342046,0.000719624585762318,0.000664744555611747,0.00056453868907855,0.000548478657324247,"g__Sphingobium"
"1843368",0.00025350200757235,0.000287976961843053,0.000287376408726923,0.000307476811123828,0.000220220661102425,0.000291100875014983,0,0.00014875135346435,0.000297061486936482,0,0.000280610549479763,0.000275226201534386,0.000275675569237232,0,0.00029163889153414,0.000290000140322649,4.74225826338502e-05,0.000285830074691558,0.000281580915276457,0.000200250312891114,0.000203864007025467,0.000330181008185532,0.000282835088076118,0,0.000268204371731259,0,0,0.000200138348061961,0,0,0.000345068539238606,0.000229236870458245,0.000311411034538598,0.000167944242511486,0.000239927652584759,0.000447027268663388,0.000231308951656429,0,0.000204079847698125,0,0.000351607930111162,8.46489186100648e-05,0,0.000283466072867857,0.000239584130269341,0,0.000198100892488872,0.000210318240364882,0.000173575658566469,0.000253985147916112,0.000213760994353582,0.000256516685198482,0.000171399580413827,"g__Sphingobium"
"120107",0.000883168284445608,7.19942404607631e-05,0.000667955977040955,0.000512461351873046,0.000352353057763879,0.000582201750029966,0,0.000598464747658896,0.000474340116237285,0,0.000745833302564633,0.000524649946674923,0.000748262259358201,0,0.000589229597181221,0.000603387388735833,0,0.000519325065284663,0.00075242113426332,0.000200250312891114,0.000705683101242002,0.000586440895135497,0.000524357185759094,0,0.000750972240847526,0,0,0.000788894847700546,0,0,0.000716017218920108,0.00063422200826781,0.000470230662153283,0.0006117968834347,0.00069517499338661,0,0.000976637795882701,0,0.000825065669979563,0,0.00108187055418819,0.000126973377915097,0.000129823764240044,0.000502042321826205,0.000596611461651104,0,0.000487860406875579,0.0005828427053249,0.000492648560343067,0.000426332212573474,0.000682992445373639,0.00055039997414635,0.000562190623757353,"g__Sphingobium"
"33052",0.000269856975802825,7.19942404607631e-05,0.000147571669346257,0.000427051126560872,0.000330330991653637,0.000530831007380263,0,0.000304421374531693,0.000407261715961305,0,0.000487376217517483,0.000524649946674923,0.00065637040294579,0,0.000380916103228264,0.000477097005046938,0,0.000373055214855649,0.00041313921175808,0.000801001251564456,0.000454773554133735,0.000330181008185532,0.000330503923145126,0,0.000469357650529704,0,0,0.000194309075788312,0,0,0.000388202106643432,0.000244519328488794,0.000306739869020519,0.000251916363767229,0.000246079643676676,0,0.000462617903312858,0,0.000323612329921313,0,0.000811402915641144,0,0,0.00031078810398765,0.000485208196595892,0,0.000342980649682225,0.000268052659288574,0.000275678987134981,0.000414237681720326,0.000419701464523495,0.000428201080803766,0.00037707907691042,"g__Sphingopyxis"
"114616",0.000384341753416144,0,0.000543685097591475,0.000444133171623307,0.000440441322204849,0.000582201750029966,0.000346620450606586,0.000539656073033455,0.000450383544710149,0,0.000398762359787031,0.000283827020332336,0.000452895578032595,0,0.000357108846776497,0.000500484113137474,0,0.000550189345650418,0.000450067856384501,0.00032540675844806,0.000392046167356668,0.00042381442841725,0.000518001341083227,0,0.000429126994770015,0,0,0.000569325592059754,0,0,0.000258801404428955,0.000496679885992863,0.00046867360698059,0.00047984069288996,0.000449095349709934,0,0.000179906962399445,0,0.000539353883202188,0,0.000432748221675277,4.23244593050324e-05,3.2455941060011e-05,0.000392754197347031,0.000536212101079001,0,0.000595781042335935,0.000530606802489178,0.000418623647130896,0.000514017561258799,0.000375385160816046,0.000592816118942949,0.000473062841942163,"g__Methylobacterium"
"2979870",0.00025350200757235,0,0.000411647288176403,0,0.00017617652888194,0.000102741485299406,0,0.000428957391385567,0.000201235200827939,0.000783085356303837,0.000184612203605107,0.000352633570715932,0.000452895578032595,0,0.000357108846776497,0.000364838886212364,0,0.000324745906457076,0.000403907050601475,0.000100125156445557,0.000384205244009535,0.000251331812200927,0.000343215612496862,0,0.000214563497385007,0,0,0.000258431070798455,0,0,0.000172534269619303,0.000229236870458245,0.000278712875912045,0.000275908398411727,0.000412183403158432,0,0.000385514919427382,0,0.000172010157345563,0,0.000486841749384686,0.000423244593050324,0,0.000327864373437521,0.000328840963114782,0,0.000351850838898145,0.000325787078212267,0.000324178068205023,0.000371906823734307,0.000297179918979369,0.000272675216549568,0.000205679496496593,"g__Aminobacter"
"2493676",0.000915878220906556,7.19942404607631e-05,0.000924264665905508,0.000819938162996874,0.00158558875993746,0.000830493672836864,0,0.000889048786984603,0.00136552457704673,0,0.001373514794822,0.00124711872570269,0.00131930450992104,0,0.00123797733549186,0.0012956457882157,0,0.00126140971929608,0.00130635080365963,0.0011514392991239,0.00113693388533434,0.00151784702270364,0.00141099751804265,0,0.00149523937240177,0,0,0.00107452918910936,0,0,0.00130263373562574,0.000878741336756604,0.00145117542094987,0.00103165748971342,0.00132267808476213,0,0.00133645172068159,0,0.000953344431389813,0,0.00119005760960701,0,0,0.00118509309982104,0.00152676161446149,0,0.00138522788255278,0.0014103693765645,0.00125587094139269,0.0011913112890351,0.00131906174564527,0.00139569314545001,0.000918701751018114,"g__Mesorhizobium"
"555315",0.000417051689877092,0.000143988480921526,0.000333977988520478,0.000239148630874088,0.000198198594992182,0.000453774893405709,0,0.000359770715355637,0.000311435429852763,0,0.000251072596902946,0.000318230295524134,0.000334748905502353,0,0.000363060660889439,0.000229193659287254,0,0.000359635962522712,0.000390058808866568,0.000300375469336671,0.000274432317149668,0.000349893307181683,0.00027647924340025,0,0.000214563497385007,0,0,0.000363357971724143,0,0,0.000405455533605362,0.000420267595840115,0.000434418393181344,0.000407864588956466,0.000387575438790765,0.000447027268663388,0.000257009946284921,0.000118021952083087,0.0003032043451515,0,0.000351607930111162,0,9.73678231800331e-05,0.000324449119547547,0.000350316291318196,0,0.000331153730727666,0.000365651319850055,0.000352256483561364,0.000314457802181853,0.000305000443163037,0.000408002916614909,0.000322231211177995,"g__Ensifer"
"2570229",0.000572423888066597,0,0.0006213543972474,0.000717445892622265,0.000374375123874122,0.000719190397095841,0,0.00071262276310828,0.00053183588790241,0,0.000531683146382708,0.000524649946674923,0.000498841506238801,0,0.000517807827825921,0.000533226064464225,4.74225826338502e-05,0.000668278766180263,0.000643943240673209,0.000125156445556946,0.000501819094216535,0.000576584745637422,0.000572026020828103,0,0.000730856912967681,0,0,0.000750033032542884,0,0,0.000362321966200537,0.000657145695313634,0.000641506731149512,0.000443852640923213,0.000479855305169518,0,0.00035981392479889,0,0.000737602878108938,0,0.000540935277094096,4.23244593050324e-05,3.2455941060011e-05,0.000478135544596385,0.000649628678153283,0,0.000651958907370092,0.000637827866204608,0.00058709413926894,0.000734742749328753,0.000573505106802292,0.000656440336137848,0.000671886355222202,"g__Phreatobacter"
"1868589",0.000703263633910391,0,0.00055921895752266,0.00100784065868366,0.000572573718866304,0.000547954588263498,0,0.000674570091291819,0.000761818974562912,0,0.000583374563392138,0.000507448309079024,0.000708880035181454,0,0.000553518712503571,0.000411613102393437,4.74225826338502e-05,0.00069243342037955,0.00066240756298642,0.000425531914893617,0.000642955714464935,0.000645577792123951,0.000673719535641988,0,0.000603459836395333,0,0,0.000592642681154351,0,0.000479846449136276,0.000741897359363003,0.000550168489099787,0.000742715317374556,0.000539820779501206,0.000559831189364438,0,0.000565421881826827,0,0.000635562954259875,0,0.000757309387931734,4.23244593050324e-05,6.49118821200221e-05,0.000515703337386101,0.00065231309417871,0,0.000737704069790649,0.000661196559578484,0.00063304063712477,0.000644033767930142,0.00061260772772063,0.00074228253394049,0.000692454304871862,"g__Phreatobacter"
"2895980",0.000646021245103731,7.19942404607631e-05,0.00055921895752266,0.000785774072872004,0.000396397189984364,0.000702066816212606,0,0.000629598751872364,0.0005653750880404,0,0.00056860558710373,0.000473045033887226,0.000498841506238801,0,0.000678506808875345,0.000612742231972048,0,0.000752820055877767,0.00066240756298642,0.000475594493116396,0.000603751097729269,0.000635721642625875,0.000587915632517772,0.000817661488143908,0.000610164945688615,0,0,0.000685911037532741,0,0.000479846449136276,0.000543482949300805,0.000557809718115062,0.000671090779430678,0.000599800866112451,0.000479855305169518,0,0.000642524865712303,0,0.000708448614152063,0,0.000865496443350553,0,3.2455941060011e-05,0.00060449993852543,0.000620771205879945,0,0.000597259407205255,0.000720305607524169,0.000548805391055748,0.000559372051958105,0.000636069300271633,0.000729153727217733,0.000678742338438756,"g__Terrirubrum"
"2065378",0.00025350200757235,0.000143988480921526,0.00027960947876133,0.000290394766061393,0.000682684049417516,0.000333909827223069,0,0.000314799375936182,0.000268313601103919,0,0.000324917478344988,0.00018921801355489,0.000275675569237232,0,0.000297590705647081,0.000275967875468327,4.74225826338502e-05,0.000283146224224971,0.00028619699585476,0.000225281602002503,0.000282273240496801,0.000271044111197079,0.000292368855089919,0,0.000241383934558133,0,0,0.000373073425513559,0,0,0.000241547977467024,0.000305649160610993,0.000312968089711291,0.000191936277155984,0.000221471679309008,0,0.000334112930170398,0,0.000241980390842063,0,0.000243420874692343,0.000126973377915097,3.2455941060011e-05,0.000321033865657573,0.000279179266644386,0,0.000313413352295827,0.000310666158970348,0.000298652236062896,0.000296316005902131,0.000258077298061031,0.000335289525535024,0.000281095311878677,"g__Breoghania"
"659350",0.000179904650535216,0.000359971202303816,7.7669299655925e-05,6.83281802497395e-05,8.80882644409699e-05,4.28089522080858e-05,0,0.000121076683052378,0.000134156800551959,0,0.000110767322163064,6.88065503835965e-05,5.25096322356632e-05,0,0.000107132654032949,8.41935891259302e-05,0,0.000123457121463021,0.000150022618794834,0.000125156445556946,3.92046167356668e-05,0.000103489569729794,0.000114405204165621,0.000817661488143908,8.04613115193778e-05,0,0,0.000149617988357,0,0,8.62671348096516e-05,6.11298321221985e-05,0.00011989324829736,5.99800866112451e-05,0.000166103759481756,0,0.000154205967770953,0,0.000137025040597313,0,2.70467638547048e-05,0.000296271215135227,3.2455941060011e-05,0.000140025409488941,0.000101336704959861,0,0.000141923027454714,0.000169079369705101,0.000102103328568511,0.000148158002951066,0.00013294891112235,0.000142397057531441,8.91277818151901e-05,"g__Paracoccus"
"3015996",0.000147194714074268,0,8.54362296215175e-05,0.000136656360499479,0.00017617652888194,0.000111303275741023,0,0.000127995350655371,0.000134156800551959,0,8.86138577304514e-05,0.000146213919565143,0.000111582968500784,0,0.000101180839920008,0.000163709756633753,0,0.000148953700895601,7.61653295419925e-05,0.000175219023779725,0.000203864007025467,0.00020205106471055,0.000114405204165621,0,0.000113986857985785,0,0,0.000106869991683572,0,0,0.000189787696581233,6.87710611374733e-05,9.96515310523513e-05,0.000155948225189237,0.000172255750573673,0,0.000257009946284921,0,0.000131194187805938,0,0.000135233819273524,0,0,0.000150271171158864,0.000118114305118779,0,9.16586218978361e-05,0.000134713644155284,0.000114866244639575,0.000151181635664353,0.000159017325067908,0.000132297975437013,0.000157687613980721,"g__Caulobacter"
"504468",0.000327099364609484,0,0.000365045708382848,0.000187902495686784,0.000308308925543395,0.000470898474288943,0,0.000339014712546658,0.000335392001379899,0,0.000184612203605107,0.000283827020332336,0.000183783712824821,0,0.000214265308065898,0.000247903345759683,0,0.000257649644792391,0.000336973882216088,0.000100125156445557,0.000290114163843934,0.000142914167722096,0.000289190932751985,0,0.000221268606678289,0,0.000596658711217184,0.000281748159893052,0,0,0.000224294550505094,0.000374420221748466,0.000258471158667036,0.000167944242511486,0.000239927652584759,0,0.000154205967770953,0.000236043904166175,0.000367343725856625,0,0.000243420874692343,0,9.73678231800331e-05,0.000225406756738296,0.000297970178822374,0,0.000314891717165147,0.000261179514178611,0.000252705738207066,0.000211654289930094,0.000242436249693696,0.000274695032968453,0.000383935060126973,"g__Rhodovastum"
"358220",0.00307473402732915,7.19942404607631e-05,0.00260968846843908,0.00358722946311132,0.00484485454425334,0.00350177229062141,0.00138648180242634,0.0019821982682575,0.00348328550004552,0.000783085356303837,0.00386208729941884,0.00645921491726012,0.00359690980814293,0.00059206631142688,0.00373773926292734,0.00450435701823727,0.000142267747901551,0.00323269788700453,0.00320817600192029,0.00377972465581977,0.00334807426922594,0.00343979617482838,0.00328279377508572,0.00327064595257563,0.00352018237897278,0.000652741514360313,0.00477326968973747,0.00192560294106217,0.000266880170803309,0,0.00386476763947239,0.0032475223314918,0.00290235084189973,0.00481040294622185,0.00353739487785222,0.000894054537326777,0.00400935516204477,0.000236043904166175,0.00203205219779419,0.00981996726677578,0.00448976279988099,4.23244593050324e-05,0,0.00391729621180039,0.00328639631912875,0,0.0028177634409238,0.0029155881556465,0.00328006943026343,0.002896640139329,0.00484872499387392,0.00269746482742184,0.00298920868241715,"g__Acidovorax"
"3140252",0.00042522917399233,0,0.0003106771986237,0.000324558856186263,0.000484485454425334,0.00035959519854792,0.000346620450606586,0.000255990701310742,0.000407261715961305,0.000783085356303837,0.000435684800508053,0.000756872054219562,0.000518532618327174,0.00059206631142688,0.000499952385487096,0.000664193869771227,0,0.000471015756886089,0.000424679413203837,0.000475594493116396,0.000423409860745201,0.000542088222394157,0.000305080544441655,0,0.0005431138527558,0,0,0.00026814652458787,0.000266880170803309,0,0.000543482949300805,0.000359137763717916,0.000356565634546695,0.000695769004690443,0.000504463269537186,0,0.000771029838854764,0,0.000192418142115375,0.0016366612111293,0.00067616909636762,0,0,0.000447398259586618,0.000406017923845802,0,0.000320805176642426,0.000351905029630129,0.000454359812129875,0.000405166783580465,0.000698633493740974,0.000413052457662123,0.000438782925859397,"g__Acidovorax"
"1842533",0.000539713951605649,7.19942404607631e-05,0.000442715008038772,0.000478297261748176,0.000726728181638001,0.000556516378705115,0,0.000370148716760126,0.000579749030956682,0.000783085356303837,0.000635065980401569,0.000670863866240066,0.000584169658621753,0,0.000577325968955338,0.000696935821097978,4.74225826338502e-05,0.000501880037251845,0.00039467488944487,0.000550688360450563,0.000478296324175135,0.00067021816586914,0.000470332506014218,0,0.000509588306289393,0,0,0.000334211610355897,0,0,0.000577989803224665,0.00041262636682484,0.000417290786281721,0.000923693333813174,0.00051676725172102,0,0.000385514919427382,0,0.000282796360381688,0.000818330605564648,0.000838449679495848,0,0,0.000573762653515662,0.000571109509409549,0,0.000449422920273261,0.00043438277094969,0.000564120890341025,0.000520064826685373,0.000789872942550429,0.000438300162898194,0.000452494892292504,"g__Acidovorax"
"758826",0.000245324523457113,0,0.00027960947876133,0.000170820450624349,0.000220220661102425,0.00023973013236528,0,0.000204100694288294,0.000244357029576783,0,0.00025845708504715,0.000576254859462621,0.000255984457148858,0,0.000345205218550614,0.000346129199739935,4.74225826338502e-05,0.00023215306535981,0.000258500512384944,0.000525657071339174,0.000227386777066867,0.00033510908293457,0.000222454563655373,0.000817661488143908,0.000422421885476733,0,0,0.000204024529577728,0,0,0.000379575393162467,0.000236878099473519,0.000225773000040483,0.000551816796823455,0.000350663492239263,0,0.00035981392479889,0.000118021952083087,0.000113701629431813,0,0.000189327346982934,4.23244593050324e-05,0,0.000252728787858089,0.000307365634911367,0,0.000218798000659351,0.00025018248200267,0.000222074739636512,0.000260032413342686,0.000440556195679942,0.000247427511313497,0.000260527362229017,"g__Acidovorax"
"80878",0.00197077367177214,0.000431965442764579,0.00246211679909282,0.00317726038161289,0.00323724371820564,0.00240586311409442,0.0024263431542461,0.00186804025280811,0.00191173440786542,0.00313234142521535,0.00355932328550646,0.0038531668214814,0.00238262456269322,0,0.00279140081896962,0.00279242070601002,0.000142267747901551,0.0021511061489698,0.00238189757840413,0.00222778473091364,0.00226602684732154,0.00227677053405546,0.00198937938354662,0.00163532297628782,0.00220598095748961,0,0.00656324582338902,0.00160304987525357,0,0.00383877159309021,0.00269153460606113,0.00246047574291849,0.00220479012453327,0.00385072156044193,0.00252231634768593,0,0.00318692333393302,0,0.00132360358364213,0,0.00300219078787223,0.000126973377915097,0.000162279705300055,0.00268780481140968,0.00236228610237557,0,0.00213771560103663,0.00226676325726595,0.00240453338778844,0.00206816477588834,0.0035974411244871,0.0021662531092549,0.00197452316636729,"g__Acidovorax"
