"OTU","Genus","Sample","RelAbundance"
"1176536","Novosphingobium","AMC43",0.000172385422461821
"1176536","Novosphingobium","AMC44",0.00019723865877712
"1176536","Novosphingobium","AMC45",0.000190604470310177
"1176536","Novosphingobium","AMC46",0.0141509433962264
"1176536","Novosphingobium","AMC47",0.00022781485352845
"1176536","Novosphingobium","AMC48",0
"1176536","Novosphingobium","AMC49",0.0092790863668808
"1176536","Novosphingobium","AMC4",0.000151541055969163
"1176536","Novosphingobium","AMC50",0.00147058823529412
"1176536","Novosphingobium","AMC51",0
"1176536","Novosphingobium","AMC52",0.000198308343608005
"1176536","Novosphingobium","AMC53",0.000145160058064023
"1176536","Novosphingobium","AMC54",0.000168114841115909
"1176536","Novosphingobium","AMC55",0.00024000096000384
"1176536","Novosphingobium","AMC56",0
"1176536","Novosphingobium","AMC57",0.000172164663202878
"1176536","Novosphingobium","AMC58",0
"1176536","Novosphingobium","AMC59",0.000128498368070726
"1176536","Novosphingobium","AMC5",0.000130548302872063
"1176536","Novosphingobium","AMC60",0.000209917432476559
"1176536","Novosphingobium","AMC6",0.000206554621961451
"1176536","Novosphingobium","AMC7",0
"1176536","Novosphingobium","AMC8",0
"1176536","Novosphingobium","AMC91",0.000152139105362977
"1176536","Novosphingobium","AMC93",0.000197790243446825
"1176536","Novosphingobium","AMC94",0.000198993298007771
"1176536","Novosphingobium","AMC95",0.000166191761118984
"1176536","Novosphingobium","AMC96",0.000255294761247297
"1176536","Novosphingobium","AMC9",0.000178313021651316
"2780074","Novosphingobium","AMC10",0.00606060606060606
"2780074","Novosphingobium","AMC1",0.000253435688650169
"2780074","Novosphingobium","AMC21",0
"2780074","Novosphingobium","AMC22",0.000341479693599584
"2780074","Novosphingobium","AMC23",0.000204890042343942
"2780074","Novosphingobium","AMC24",0.000527704485488127
"2780074","Novosphingobium","AMC25",0.000299380709617819
"2780074","Novosphingobium","AMC26",0.000366703337000367
"2780074","Novosphingobium","AMC27",0.00026956506713207
"2780074","Novosphingobium","AMC28",0.000191520432836178
"2780074","Novosphingobium","AMC29",0
"2780074","Novosphingobium","AMC2",0
"2780074","Novosphingobium","AMC30",0.000228843087462352
"2780074","Novosphingobium","AMC31",0
"2780074","Novosphingobium","AMC32",0.000533062789637947
"2780074","Novosphingobium","AMC33",0.000301857077236039
"2780074","Novosphingobium","AMC34",0
"2780074","Novosphingobium","AMC35",0.000226340022276623
"2780074","Novosphingobium","AMC36",0.000359834943244216
"2780074","Novosphingobium","AMC37",0
"2780074","Novosphingobium","AMC38",0.000277597480970492
"2780074","Novosphingobium","AMC39",0
"2780074","Novosphingobium","AMC3",0
"2780074","Novosphingobium","AMC40",0.000323296516018188
"2780074","Novosphingobium","AMC41",0
"2780074","Novosphingobium","AMC42",0.000325138183728084
"2780074","Novosphingobium","AMC43",0.000352606545944633
"2780074","Novosphingobium","AMC44",0.000379684418145957
"2780074","Novosphingobium","AMC45",0.00027319974077792
"2780074","Novosphingobium","AMC46",0
"2780074","Novosphingobium","AMC47",0.00031492053281874
"2780074","Novosphingobium","AMC48",0
"2780074","Novosphingobium","AMC49",0
"2780074","Novosphingobium","AMC4",0.000326396120548967
"2780074","Novosphingobium","AMC50",0
"2780074","Novosphingobium","AMC51",0.00053248136315229
"2780074","Novosphingobium","AMC52",0.000387994585320009
"2780074","Novosphingobium","AMC53",0.000267400106960043
"2780074","Novosphingobium","AMC54",0.000228822978185543
"2780074","Novosphingobium","AMC55",0.000192000768003072
"2780074","Novosphingobium","AMC56",0
"2780074","Novosphingobium","AMC57",0.000172164663202878
"2780074","Novosphingobium","AMC58",0
"2780074","Novosphingobium","AMC59",0.000282696409755596
"2780074","Novosphingobium","AMC5",0
"2780074","Novosphingobium","AMC60",0.000335284787983393
"2780074","Novosphingobium","AMC6",0.0002769709703574
"2780074","Novosphingobium","AMC7",0
"2780074","Novosphingobium","AMC8",0
"2780074","Novosphingobium","AMC91",0.000271782479483377
"2780074","Novosphingobium","AMC93",0.000295311821812967
"2780074","Novosphingobium","AMC94",0.000198993298007771
"2780074","Novosphingobium","AMC95",0.000290080164862227
"2780074","Novosphingobium","AMC96",0.000315210878682887
"2780074","Novosphingobium","AMC9",0.000336051463881326
"702113","Novosphingobium","AMC10",0.00606060606060606
"702113","Novosphingobium","AMC1",0.000179857585493668
"702113","Novosphingobium","AMC21",0
"702113","Novosphingobium","AMC22",0.000217305259563372
"702113","Novosphingobium","AMC23",0.000290260893320585
"702113","Novosphingobium","AMC24",0.000197889182058047
"702113","Novosphingobium","AMC25",0.000153967222089164
"702113","Novosphingobium","AMC26",0
"702113","Novosphingobium","AMC27",0.00022809351834252
"702113","Novosphingobium","AMC28",0.000201096454477987
"702113","Novosphingobium","AMC29",0
"702113","Novosphingobium","AMC2",0
"702113","Novosphingobium","AMC30",0.000221461052382921
"702113","Novosphingobium","AMC31",0
"702113","Novosphingobium","AMC32",0.000429889346482215
"702113","Novosphingobium","AMC33",7.8745324496358e-05
"702113","Novosphingobium","AMC34",0
"702113","Novosphingobium","AMC35",0.000178689491271018
"702113","Novosphingobium","AMC36",0.000186927243243748
"702113","Novosphingobium","AMC37",0
"702113","Novosphingobium","AMC38",0.000193111291109907
"702113","Novosphingobium","AMC39",0
"702113","Novosphingobium","AMC3",0
"702113","Novosphingobium","AMC40",0.000237853865356238
"702113","Novosphingobium","AMC41",0
"702113","Novosphingobium","AMC42",5.00212590350899e-05
"702113","Novosphingobium","AMC43",0.000305592339818682
"702113","Novosphingobium","AMC44",0.00017258382642998
"702113","Novosphingobium","AMC45",0.000181074246794668
"702113","Novosphingobium","AMC46",0
"702113","Novosphingobium","AMC47",0.000254616601002385
"702113","Novosphingobium","AMC48",0
"702113","Novosphingobium","AMC49",0
"702113","Novosphingobium","AMC4",0.000174855064579804
"702113","Novosphingobium","AMC50",0
"702113","Novosphingobium","AMC51",0
"702113","Novosphingobium","AMC52",0.000112087324648003
"702113","Novosphingobium","AMC53",0.000259760103904042
"702113","Novosphingobium","AMC54",0.000189907505705008
"702113","Novosphingobium","AMC55",0.000132000528002112
"702113","Novosphingobium","AMC56",0
"702113","Novosphingobium","AMC57",9.83798075445015e-05
"702113","Novosphingobium","AMC58",0
"702113","Novosphingobium","AMC59",0.000282696409755596
"702113","Novosphingobium","AMC5",0
"702113","Novosphingobium","AMC60",0.000233241591640621
"702113","Novosphingobium","AMC6",0.000226002946756522
"702113","Novosphingobium","AMC7",0
"702113","Novosphingobium","AMC8",0
"702113","Novosphingobium","AMC91",0.000132937082356
"702113","Novosphingobium","AMC93",0.000192296070017746
"702113","Novosphingobium","AMC94",0.00020919808252099
"702113","Novosphingobium","AMC95",0.000214538455262689
"702113","Novosphingobium","AMC96",0.000135462526376117
"702113","Novosphingobium","AMC9",0.000267469532476974
"48935","Novosphingobium","AMC10",0.00606060606060606
"48935","Novosphingobium","AMC1",0.000474169998119671
"48935","Novosphingobium","AMC21",0
"48935","Novosphingobium","AMC22",0.000442371421254007
"48935","Novosphingobium","AMC23",0.000443928425078541
"48935","Novosphingobium","AMC24",0.00063764291996482
"48935","Novosphingobium","AMC25",0.000564546480993602
"48935","Novosphingobium","AMC26",0
"48935","Novosphingobium","AMC27",0.00049765858547459
"48935","Novosphingobium","AMC28",0.000756505709702904
"48935","Novosphingobium","AMC29",0
"48935","Novosphingobium","AMC2",0
"48935","Novosphingobium","AMC30",0.000730821472863639
"48935","Novosphingobium","AMC31",0
"48935","Novosphingobium","AMC32",0.000799594184456921
"48935","Novosphingobium","AMC33",0.000734956361966008
"48935","Novosphingobium","AMC34",0
"48935","Novosphingobium","AMC35",0.000792190077968181
"48935","Novosphingobium","AMC36",0.000691630800001869
"48935","Novosphingobium","AMC37",5.1495957567331e-05
"48935","Novosphingobium","AMC38",0.000577992822697014
"48935","Novosphingobium","AMC39",0
"48935","Novosphingobium","AMC3",0
"48935","Novosphingobium","AMC40",0.000570387424689231
"48935","Novosphingobium","AMC41",0
"48935","Novosphingobium","AMC42",0.000325138183728084
"48935","Novosphingobium","AMC43",0.000877598514351086
"48935","Novosphingobium","AMC44",0.000616370808678501
"48935","Novosphingobium","AMC45",0.000584520375617876
"48935","Novosphingobium","AMC46",0.00188679245283019
"48935","Novosphingobium","AMC47",0.000656642813111415
"48935","Novosphingobium","AMC48",0
"48935","Novosphingobium","AMC49",0
"48935","Novosphingobium","AMC4",0.000384681142075568
"48935","Novosphingobium","AMC50",0
"48935","Novosphingobium","AMC51",0
"48935","Novosphingobium","AMC52",0.000508704011864012
"48935","Novosphingobium","AMC53",0.000725800290320116
"48935","Novosphingobium","AMC54",0.000652223318773758
"48935","Novosphingobium","AMC55",0.00066000264001056
"48935","Novosphingobium","AMC56",0
"48935","Novosphingobium","AMC57",0.000787038460356012
"48935","Novosphingobium","AMC58",0
"48935","Novosphingobium","AMC59",0.000848089229266788
"48935","Novosphingobium","AMC5",0
"48935","Novosphingobium","AMC60",0.000320707188505854
"48935","Novosphingobium","AMC6",0.00056802521039399
"48935","Novosphingobium","AMC7",0
"48935","Novosphingobium","AMC8",0
"48935","Novosphingobium","AMC91",0.000629235523151731
"48935","Novosphingobium","AMC93",0.000585129470196856
"48935","Novosphingobium","AMC94",0.000423498557298589
"48935","Novosphingobium","AMC95",0.00063152869225214
"48935","Novosphingobium","AMC96",0.000875296324276448
"48935","Novosphingobium","AMC9",0.000438924360987854
"93064","Sphingomonas","AMC10",0.0545454545454545
"93064","Sphingomonas","AMC1",0.00318020912531986
"93064","Sphingomonas","AMC21",0
"93064","Sphingomonas","AMC22",0.0026619894296513
"93064","Sphingomonas","AMC23",0.00348313071984702
"93064","Sphingomonas","AMC24",0.00301231310466139
"93064","Sphingomonas","AMC25",0.00289116228145208
"93064","Sphingomonas","AMC26",0.000733406674000733
"93064","Sphingomonas","AMC27",0.00351471375991429
"93064","Sphingomonas","AMC28",0.00180029206866008
"93064","Sphingomonas","AMC29",0.00168918918918919
"93064","Sphingomonas","AMC2",0
"93064","Sphingomonas","AMC30",0.0018750369101754
"93064","Sphingomonas","AMC31",0
"93064","Sphingomonas","AMC32",0.00275988960441582
"93064","Sphingomonas","AMC33",0.00165365181442352
"93064","Sphingomonas","AMC34",0
"93064","Sphingomonas","AMC35",0.00186432702559429
"93064","Sphingomonas","AMC36",0.00206554603784342
"93064","Sphingomonas","AMC37",0.000205983830269324
"93064","Sphingomonas","AMC38",0.00209874424018753
"93064","Sphingomonas","AMC39",0.00166389351081531
"93064","Sphingomonas","AMC3",0
"93064","Sphingomonas","AMC40",0.00197903653019705
"93064","Sphingomonas","AMC41",0
"93064","Sphingomonas","AMC42",0.00235099917464923
"93064","Sphingomonas","AMC43",0.00216265348179375
"93064","Sphingomonas","AMC44",0.00216962524654832
"93064","Sphingomonas","AMC45",0.00172814719747894
"93064","Sphingomonas","AMC46",0
"93064","Sphingomonas","AMC47",0.00198332931307121
"93064","Sphingomonas","AMC48",0.00155400155400155
"93064","Sphingomonas","AMC49",0.00142755174875089
"93064","Sphingomonas","AMC4",0.00330087505245652
"93064","Sphingomonas","AMC50",0.000735294117647059
"93064","Sphingomonas","AMC51",0
"93064","Sphingomonas","AMC52",0.00142264681284003
"93064","Sphingomonas","AMC53",0.00300252120100848
"93064","Sphingomonas","AMC54",0.00201582147449169
"93064","Sphingomonas","AMC55",0.00268801075204301
"93064","Sphingomonas","AMC56",0
"93064","Sphingomonas","AMC57",0.00213361207612138
"93064","Sphingomonas","AMC58",0
"93064","Sphingomonas","AMC59",0.00251856801418622
"93064","Sphingomonas","AMC5",0
"93064","Sphingomonas","AMC60",0.00312543732798433
"93064","Sphingomonas","AMC6",0.00207292317039884
"93064","Sphingomonas","AMC7",0.00636942675159236
"93064","Sphingomonas","AMC8",0
"93064","Sphingomonas","AMC91",0.00177249443141333
"93064","Sphingomonas","AMC93",0.00177324447423507
"93064","Sphingomonas","AMC94",0.00183175882012281
"93064","Sphingomonas","AMC95",0.00173141598402142
"93064","Sphingomonas","AMC96",0.00231588819131477
"93064","Sphingomonas","AMC9",0.00368970790955415
"2878542","Sphingobium","AMC10",0.00606060606060606
"2878542","Sphingobium","AMC1",0.00077665775554084
"2878542","Sphingobium","AMC21",0
"2878542","Sphingobium","AMC22",0.000582067659544745
"2878542","Sphingobium","AMC23",8.53708509766425e-05
"2878542","Sphingobium","AMC24",0.000461741424802111
"2878542","Sphingobium","AMC25",0.000615868888356657
"2878542","Sphingobium","AMC26",0
"2878542","Sphingobium","AMC27",0.000577145720654559
"2878542","Sphingobium","AMC28",0.000435708984702305
"2878542","Sphingobium","AMC29",0
"2878542","Sphingobium","AMC2",0
"2878542","Sphingobium","AMC30",0.000265753262859505
"2878542","Sphingobium","AMC31",0
"2878542","Sphingobium","AMC32",0.000705018528230833
"2878542","Sphingobium","AMC33",0.000341229739484218
"2878542","Sphingobium","AMC34",0
"2878542","Sphingobium","AMC35",0.000440767411801845
"2878542","Sphingobium","AMC36",0.000369181305406403
"2878542","Sphingobium","AMC37",0
"2878542","Sphingobium","AMC38",0.000459980367018737
"2878542","Sphingobium","AMC39",0
"2878542","Sphingobium","AMC3",0
"2878542","Sphingobium","AMC40",0.000314059472703382
"2878542","Sphingobium","AMC41",0
"2878542","Sphingobium","AMC42",0.000500212590350899
"2878542","Sphingobium","AMC43",9.40284122519021e-05
"2878542","Sphingobium","AMC44",0.000453648915187377
"2878542","Sphingobium","AMC45",0.000295436928980774
"2878542","Sphingobium","AMC46",0.00377358490566038
"2878542","Sphingobium","AMC47",0.000201013106054515
"2878542","Sphingobium","AMC48",0
"2878542","Sphingobium","AMC49",0
"2878542","Sphingobium","AMC4",0.000645020904894388
"2878542","Sphingobium","AMC50",0
"2878542","Sphingobium","AMC51",0
"2878542","Sphingobium","AMC52",0.000500081909968012
"2878542","Sphingobium","AMC53",0.000886240354496142
"2878542","Sphingobium","AMC54",0.00054170337692904
"2878542","Sphingobium","AMC55",0.000516002064008256
"2878542","Sphingobium","AMC56",0
"2878542","Sphingobium","AMC57",0.000498047775694039
"2878542","Sphingobium","AMC58",0
"2878542","Sphingobium","AMC59",0.000822389555652643
"2878542","Sphingobium","AMC5",0
"2878542","Sphingobium","AMC60",0.000737626533563465
"2878542","Sphingobium","AMC6",0.000573390265509871
"2878542","Sphingobium","AMC7",0
"2878542","Sphingobium","AMC8",0
"2878542","Sphingobium","AMC91",0.000595262713216309
"2878542","Sphingobium","AMC93",0.000690892308706617
"2878542","Sphingobium","AMC94",0.000528097598559084
"2878542","Sphingobium","AMC95",0.000719157075387604
"2878542","Sphingobium","AMC96",0.000664287388959804
"2878542","Sphingobium","AMC9",0.000548655451234818
"1843368","Sphingobium","AMC10",0.00606060606060606
"1843368","Sphingobium","AMC1",0.000253435688650169
"1843368","Sphingobium","AMC21",0.000309453814018258
"1843368","Sphingobium","AMC22",0.000287153378708741
"1843368","Sphingobium","AMC23",0.000307335063515913
"1843368","Sphingobium","AMC24",0.000219876868953386
"1843368","Sphingobium","AMC25",0.00029082697505731
"1843368","Sphingobium","AMC26",0
"1843368","Sphingobium","AMC27",0.000148606383162551
"1843368","Sphingobium","AMC28",0.000296856670896076
"1843368","Sphingobium","AMC29",0
"1843368","Sphingobium","AMC2",0
