"OTU","Genus","Sample","RelAbundance"
"501572","Sinorhizobium","AMC45",0.000181074246794668
"501572","Sinorhizobium","AMC46",0
"501572","Sinorhizobium","AMC47",0.000301519659081772
"501572","Sinorhizobium","AMC48",0
"501572","Sinorhizobium","AMC49",0
"501572","Sinorhizobium","AMC4",0.000217597413699311
"501572","Sinorhizobium","AMC50",0
"501572","Sinorhizobium","AMC51",0
"501572","Sinorhizobium","AMC52",0.000112087324648003
"501572","Sinorhizobium","AMC53",0.000206280082512033
"501572","Sinorhizobium","AMC54",0.000241275929379314
"501572","Sinorhizobium","AMC55",0.000144000576002304
"501572","Sinorhizobium","AMC56",0
"501572","Sinorhizobium","AMC57",0.00018446213914594
"501572","Sinorhizobium","AMC58",0
"501572","Sinorhizobium","AMC59",0.000179897715299016
"501572","Sinorhizobium","AMC5",0
"501572","Sinorhizobium","AMC60",0.000265312310491207
"501572","Sinorhizobium","AMC6",0.000210578413298362
"501572","Sinorhizobium","AMC7",0
"501572","Sinorhizobium","AMC8",0.00170940170940171
"501572","Sinorhizobium","AMC91",0.000199405623533999
"501572","Sinorhizobium","AMC93",0.000225261110592217
"501572","Sinorhizobium","AMC94",0.000186237317366247
"501572","Sinorhizobium","AMC95",0.000220581792030652
"501572","Sinorhizobium","AMC96",0.000145882720712741
"501572","Sinorhizobium","AMC9",0.000253753146196103
"2811423","Ensifer","AMC10",0
"2811423","Ensifer","AMC1",0.000122630171927501
"2811423","Ensifer","AMC21",0
"2811423","Ensifer","AMC22",6.98481191453695e-05
"2811423","Ensifer","AMC23",0.000153667531757957
"2811423","Ensifer","AMC24",0.00015391380826737
"2811423","Ensifer","AMC25",8.55373456050912e-05
"2811423","Ensifer","AMC26",0
"2811423","Ensifer","AMC27",0.00011404675917126
"2811423","Ensifer","AMC28",0.000119700270522611
"2811423","Ensifer","AMC29",0
"2811423","Ensifer","AMC2",0
"2811423","Ensifer","AMC30",0.000132876631429753
"2811423","Ensifer","AMC31",0
"2811423","Ensifer","AMC32",8.59778692964431e-05
"2811423","Ensifer","AMC33",9.1869545245751e-05
"2811423","Ensifer","AMC34",0
"2811423","Ensifer","AMC35",0.000136995276641114
"2811423","Ensifer","AMC36",0.000121502708108437
"2811423","Ensifer","AMC37",0
"2811423","Ensifer","AMC38",0.000135446113903477
"2811423","Ensifer","AMC39",0
"2811423","Ensifer","AMC3",0
"2811423","Ensifer","AMC40",0.000117772302263768
"2811423","Ensifer","AMC41",0
"2811423","Ensifer","AMC42",5.00212590350899e-05
"2811423","Ensifer","AMC43",0.000148878319398845
"2811423","Ensifer","AMC44",0.000128205128205128
"2811423","Ensifer","AMC45",0.00011118594101427
"2811423","Ensifer","AMC46",0
"2811423","Ensifer","AMC47",0.000174211358580579
"2811423","Ensifer","AMC48",0
"2811423","Ensifer","AMC49",0
"2811423","Ensifer","AMC4",0.000101027370646109
"2811423","Ensifer","AMC50",0
"2811423","Ensifer","AMC51",0
"2811423","Ensifer","AMC52",8.62210189600021e-05
"2811423","Ensifer","AMC53",0.000160440064176026
"2811423","Ensifer","AMC54",0.00012452951193771
"2811423","Ensifer","AMC55",8.4000336001344e-05
"2811423","Ensifer","AMC56",0
"2811423","Ensifer","AMC57",9.83798075445015e-05
"2811423","Ensifer","AMC58",0
"2811423","Ensifer","AMC59",0.000282696409755596
"2811423","Ensifer","AMC5",0
"2811423","Ensifer","AMC60",0.000128282875402342
"2811423","Ensifer","AMC6",0.000118701844438886
"2811423","Ensifer","AMC7",0
"2811423","Ensifer","AMC8",0
"2811423","Ensifer","AMC91",9.30559576491997e-05
"2811423","Ensifer","AMC93",0.000157957486086006
"2811423","Ensifer","AMC94",0.000142866983185066
"2811423","Ensifer","AMC95",0.00013899674566315
"2811423","Ensifer","AMC96",0.000101596894782088
"2811423","Ensifer","AMC9",0.000192029407932186
"2877941","Shinella","AMC10",0
"2877941","Shinella","AMC1",0.000261611033445336
"2877941","Shinella","AMC21",7.73634535045644e-05
"2877941","Shinella","AMC22",0.000201783455308845
"2877941","Shinella","AMC23",0.000239038382734599
"2877941","Shinella","AMC24",0.000109938434476693
"2877941","Shinella","AMC25",0.000179628425770691
"2877941","Shinella","AMC26",0
"2877941","Shinella","AMC27",5.52953983860656e-05
"2877941","Shinella","AMC28",0.000229824519403414
"2877941","Shinella","AMC29",0
"2877941","Shinella","AMC2",0
"2877941","Shinella","AMC30",0.000191932912065198
"2877941","Shinella","AMC31",0
"2877941","Shinella","AMC32",0.000128966803944665
"2877941","Shinella","AMC33",0.000229673863114378
"2877941","Shinella","AMC34",0
"2877941","Shinella","AMC35",0.000113170011138312
"2877941","Shinella","AMC36",0.000261698140541248
"2877941","Shinella","AMC37",0
"2877941","Shinella","AMC38",0.000150197670863261
"2877941","Shinella","AMC39",0
"2877941","Shinella","AMC3",0.00214592274678112
"2877941","Shinella","AMC40",0.000159338997180393
"2877941","Shinella","AMC41",0
"2877941","Shinella","AMC42",0.000175074406622815
"2877941","Shinella","AMC43",0.000180221123482812
"2877941","Shinella","AMC44",0.00017258382642998
"2877941","Shinella","AMC45",0.000181074246794668
"2877941","Shinella","AMC46",0
"2877941","Shinella","AMC47",0.00014070917423816
"2877941","Shinella","AMC48",0
"2877941","Shinella","AMC49",0
"2877941","Shinella","AMC4",0.000145712553816503
"2877941","Shinella","AMC50",0.000367647058823529
"2877941","Shinella","AMC51",0
"2877941","Shinella","AMC52",0.000146575732232004
"2877941","Shinella","AMC53",0.000129880051952021
"2877941","Shinella","AMC54",0.000112076560743939
"2877941","Shinella","AMC55",0.000384001536006144
"2877941","Shinella","AMC56",0
"2877941","Shinella","AMC57",0.000153718449288284
"2877941","Shinella","AMC58",0
"2877941","Shinella","AMC59",5.13993472282902e-05
"2877941","Shinella","AMC5",0
"2877941","Shinella","AMC60",0.000183677753416989
"2877941","Shinella","AMC6",0.000142844592460354
"2877941","Shinella","AMC7",0.00636942675159236
"2877941","Shinella","AMC8",0
"2877941","Shinella","AMC91",0.000132937082356
"2877941","Shinella","AMC93",0.000164825202872354
"2877941","Shinella","AMC94",0.000142866983185066
"2877941","Shinella","AMC95",0.000151083419199077
"2877941","Shinella","AMC96",0.000132857477791961
"2877941","Shinella","AMC9",3.42909657021761e-05
"2715959","Shinella","AMC10",0
"2715959","Shinella","AMC1",0.000310663102216336
"2715959","Shinella","AMC21",7.73634535045644e-05
"2715959","Shinella","AMC22",0.000302675182963268
"2715959","Shinella","AMC23",0.000375631744297227
"2715959","Shinella","AMC24",0.000219876868953386
"2715959","Shinella","AMC25",0.000376364320662401
"2715959","Shinella","AMC26",0
"2715959","Shinella","AMC27",0.000376699901505072
"2715959","Shinella","AMC28",0.000205884465298892
"2715959","Shinella","AMC29",0
"2715959","Shinella","AMC2",0
"2715959","Shinella","AMC30",0.000361719718892104
"2715959","Shinella","AMC31",0
"2715959","Shinella","AMC32",0.000309520329467195
"2715959","Shinella","AMC33",0.000164052759367413
"2715959","Shinella","AMC34",0
"2715959","Shinella","AMC35",0.000405029513547642
"2715959","Shinella","AMC36",0.000336469037838747
"2715959","Shinella","AMC37",0.000154487872701993
"2715959","Shinella","AMC38",0.00030173639235923
"2715959","Shinella","AMC39",0
"2715959","Shinella","AMC3",0
"2715959","Shinella","AMC40",0.000295585386073772
"2715959","Shinella","AMC41",0
"2715959","Shinella","AMC42",0.000275116924692995
"2715959","Shinella","AMC43",0.000258578133692731
"2715959","Shinella","AMC44",0.0002465483234714
"2715959","Shinella","AMC45",0.000317674117183628
"2715959","Shinella","AMC46",0
"2715959","Shinella","AMC47",0.000274717911607837
"2715959","Shinella","AMC48",0
"2715959","Shinella","AMC49",0
"2715959","Shinella","AMC4",0.000277825269276799
"2715959","Shinella","AMC50",0
"2715959","Shinella","AMC51",0
"2715959","Shinella","AMC52",0.000301773566360007
"2715959","Shinella","AMC53",0.000282680113072045
"2715959","Shinella","AMC54",0.00037203191691391
"2715959","Shinella","AMC55",8.4000336001344e-05
"2715959","Shinella","AMC56",0
"2715959","Shinella","AMC57",0.000270544470747379
"2715959","Shinella","AMC58",0
"2715959","Shinella","AMC59",0.000231297062527306
"2715959","Shinella","AMC5",0
"2715959","Shinella","AMC60",0.000393595185893549
"2715959","Shinella","AMC6",0.000293066135705045
"2715959","Shinella","AMC7",0
"2715959","Shinella","AMC8",0
"2715959","Shinella","AMC91",0.000319048997654399
"2715959","Shinella","AMC93",0.000376350879891875
"2715959","Shinella","AMC94",0.000331655496679618
"2715959","Shinella","AMC95",0.000314253511934079
"2715959","Shinella","AMC96",0.000247479615494829
"2715959","Shinella","AMC9",0.000253753146196103
"2341112","Georhizobium","AMC10",0
"2341112","Georhizobium","AMC1",0.000261611033445336
"2341112","Georhizobium","AMC21",7.73634535045644e-05
"2341112","Georhizobium","AMC22",0.000209544357436108
"2341112","Georhizobium","AMC23",0.000273186723125256
"2341112","Georhizobium","AMC24",0.000197889182058047
"2341112","Georhizobium","AMC25",0.000179628425770691
"2341112","Georhizobium","AMC26",0
"2341112","Georhizobium","AMC27",0.000207357743947746
"2341112","Georhizobium","AMC28",0.000138852313806229
"2341112","Georhizobium","AMC29",0
"2341112","Georhizobium","AMC2",0
"2341112","Georhizobium","AMC30",0.000118112561270891
"2341112","Georhizobium","AMC31",0
"2341112","Georhizobium","AMC32",0.000137564590874309
"2341112","Georhizobium","AMC33",0.00013124220749393
"2341112","Georhizobium","AMC34",0
"2341112","Georhizobium","AMC35",0.00010125737838691
"2341112","Georhizobium","AMC36",0.000214966329730311
"2341112","Georhizobium","AMC37",5.1495957567331e-05
"2341112","Georhizobium","AMC38",0.0001394692658016
"2341112","Georhizobium","AMC39",0
"2341112","Georhizobium","AMC3",0
"2341112","Georhizobium","AMC40",0.000184740866296107
"2341112","Georhizobium","AMC41",0
"2341112","Georhizobium","AMC42",7.50318885526349e-05
"2341112","Georhizobium","AMC43",0.000164549721440829
"2341112","Georhizobium","AMC44",0.000152859960552268
"2341112","Georhizobium","AMC45",0.000184250987966504
"2341112","Georhizobium","AMC46",0
"2341112","Georhizobium","AMC47",8.71056792902897e-05
"2341112","Georhizobium","AMC48",0
"2341112","Georhizobium","AMC49",0
"2341112","Georhizobium","AMC4",0.000223425915851972
"2341112","Georhizobium","AMC50",0
"2341112","Georhizobium","AMC51",0
"2341112","Georhizobium","AMC52",9.48431208560023e-05
"2341112","Georhizobium","AMC53",0.000145160058064023
"2341112","Georhizobium","AMC54",0.000179011173410459
"2341112","Georhizobium","AMC55",0.000168000672002688
"2341112","Georhizobium","AMC56",0
"2341112","Georhizobium","AMC57",0.000141420973345221
"2341112","Georhizobium","AMC58",0
"2341112","Georhizobium","AMC59",0.000205597388913161
"2341112","Georhizobium","AMC5",0
"2341112","Georhizobium","AMC60",0.000192424313103513
"2341112","Georhizobium","AMC6",0.000186435665276894
"2341112","Georhizobium","AMC7",0
"2341112","Georhizobium","AMC8",0
"2341112","Georhizobium","AMC91",0.000138845397127377
"2341112","Georhizobium","AMC93",0.000173066463015972
"2341112","Georhizobium","AMC94",0.000247466024445561
"2341112","Georhizobium","AMC95",0.000163170092735003
"2341112","Georhizobium","AMC96",0.000135462526376117
"2341112","Georhizobium","AMC9",0.000212603987353492
"1969821","Ciceribacter","AMC10",0
"1969821","Ciceribacter","AMC1",0.000122630171927501
"1969821","Ciceribacter","AMC21",0
"1969821","Ciceribacter","AMC22",0.000201783455308845
"1969821","Ciceribacter","AMC23",0.000153667531757957
"1969821","Ciceribacter","AMC24",0.000109938434476693
"1969821","Ciceribacter","AMC25",0.000136859752968146
"1969821","Ciceribacter","AMC26",0.000733406674000733
"1969821","Ciceribacter","AMC27",0.000145150420763422
"1969821","Ciceribacter","AMC28",0.000181944411194369
"1969821","Ciceribacter","AMC29",0
"1969821","Ciceribacter","AMC2",0.00107758620689655
"1969821","Ciceribacter","AMC30",0.000147640701588614
"1969821","Ciceribacter","AMC31",0
"1969821","Ciceribacter","AMC32",3.43911477185772e-05
"1969821","Ciceribacter","AMC33",0.000144366428243323
"1969821","Ciceribacter","AMC34",0
"1969821","Ciceribacter","AMC35",0.00019060212402242
"1969821","Ciceribacter","AMC36",0.000172907700000467
"1969821","Ciceribacter","AMC37",0
"1969821","Ciceribacter","AMC38",0.000108625101249323
"1969821","Ciceribacter","AMC39",0
"1969821","Ciceribacter","AMC3",0
"1969821","Ciceribacter","AMC40",0.000129318606407275
"1969821","Ciceribacter","AMC41",0
"1969821","Ciceribacter","AMC42",0.00020008503614036
"1969821","Ciceribacter","AMC43",0.000203728226545788
"1969821","Ciceribacter","AMC44",9.86193293885602e-05
"1969821","Ciceribacter","AMC45",7.30650469522345e-05
"1969821","Ciceribacter","AMC46",0
"1969821","Ciceribacter","AMC47",0.000107206989895741
"1969821","Ciceribacter","AMC48",0
"1969821","Ciceribacter","AMC49",0
"1969821","Ciceribacter","AMC4",0.000143769719765616
"1969821","Ciceribacter","AMC50",0
"1969821","Ciceribacter","AMC51",0
"1969821","Ciceribacter","AMC52",0.000112087324648003
"1969821","Ciceribacter","AMC53",0.000175720070288028
"1969821","Ciceribacter","AMC54",0.000174341316712794
"1969821","Ciceribacter","AMC55",0.000108000432001728
"1969821","Ciceribacter","AMC56",0
"1969821","Ciceribacter","AMC57",7.37848556583761e-05
"1969821","Ciceribacter","AMC58",0
"1969821","Ciceribacter","AMC59",0.00010279869445658
"1969821","Ciceribacter","AMC5",0
"1969821","Ciceribacter","AMC60",0.000172015673834958
"1969821","Ciceribacter","AMC6",0.000153574702692118
"1969821","Ciceribacter","AMC7",0
"1969821","Ciceribacter","AMC8",0
"1969821","Ciceribacter","AMC91",0.000141799554513066
"1969821","Ciceribacter","AMC93",0.000155210399371467
"1969821","Ciceribacter","AMC94",0.000114803825773714
"1969821","Ciceribacter","AMC95",0.000126910072127224
"1969821","Ciceribacter","AMC96",0.000132857477791961
"1969821","Ciceribacter","AMC9",0.000137163862808704
"2782674","Bradyrhizobium","AMC10",0
"2782674","Bradyrhizobium","AMC1",0.00197843344043035
"2782674","Bradyrhizobium","AMC21",0
"2782674","Bradyrhizobium","AMC22",0.0016685939573616
"2782674","Bradyrhizobium","AMC23",0.00102445021171971
"2782674","Bradyrhizobium","AMC24",0.000505716798592788
"2782674","Bradyrhizobium","AMC25",0.00232661580045848
"2782674","Bradyrhizobium","AMC26",0
"2782674","Bradyrhizobium","AMC27",0.00265417912253115
"2782674","Bradyrhizobium","AMC28",0.00195829642574992
"2782674","Bradyrhizobium","AMC29",0
"2782674","Bradyrhizobium","AMC2",0
"2782674","Bradyrhizobium","AMC30",0.00152808126144215
"2782674","Bradyrhizobium","AMC31",0
"2782674","Bradyrhizobium","AMC32",0.00193450205916997
"2782674","Bradyrhizobium","AMC33",0.00192926045016077
"2782674","Bradyrhizobium","AMC34",0
"2782674","Bradyrhizobium","AMC35",0.00111978747863171
"2782674","Bradyrhizobium","AMC36",0.000373854486487497
"2782674","Bradyrhizobium","AMC37",0
"2782674","Bradyrhizobium","AMC38",0.00062627064547449
"2782674","Bradyrhizobium","AMC39",0
"2782674","Bradyrhizobium","AMC3",0
"2782674","Bradyrhizobium","AMC40",0.00101376550379989
"2782674","Bradyrhizobium","AMC41",0
"2782674","Bradyrhizobium","AMC42",0.000475201960833354
"2782674","Bradyrhizobium","AMC43",0.00181004693584912
"2782674","Bradyrhizobium","AMC44",0.00155818540433925
"2782674","Bradyrhizobium","AMC45",0.0016550821505267
"2782674","Bradyrhizobium","AMC46",0
"2782674","Bradyrhizobium","AMC47",0.00156790222722522
"2782674","Bradyrhizobium","AMC48",0
"2782674","Bradyrhizobium","AMC49",0
"2782674","Bradyrhizobium","AMC4",0.00227311583953745
"2782674","Bradyrhizobium","AMC50",0
"2782674","Bradyrhizobium","AMC51",0
"2782674","Bradyrhizobium","AMC52",0.00174166458299204
"2782674","Bradyrhizobium","AMC53",0.000786920314768126
"2782674","Bradyrhizobium","AMC54",0.00102892509238533
"2782674","Bradyrhizobium","AMC55",0.00162000648002592
"2782674","Bradyrhizobium","AMC56",0
"2782674","Bradyrhizobium","AMC57",0.0012358963322778
"2782674","Bradyrhizobium","AMC58",0
"2782674","Bradyrhizobium","AMC59",0.00156768009046285
"2782674","Bradyrhizobium","AMC5",0
"2782674","Bradyrhizobium","AMC60",0.00175514297709568
"2782674","Bradyrhizobium","AMC6",0.000848349340198815
"2782674","Bradyrhizobium","AMC7",0
"2782674","Bradyrhizobium","AMC8",0
"2782674","Bradyrhizobium","AMC91",0.00224811377050924
"2782674","Bradyrhizobium","AMC93",0.00107960507881392
"2782674","Bradyrhizobium","AMC94",0.0019822793916928
"2782674","Bradyrhizobium","AMC95",0.00198523612827587
"2782674","Bradyrhizobium","AMC96",0.000992523510563472
"2782674","Bradyrhizobium","AMC9",0.00175569744395142
"3140246","Bradyrhizobium","AMC10",0
"3140246","Bradyrhizobium","AMC1",0.000359715170987336
"3140246","Bradyrhizobium","AMC21",0
"3140246","Bradyrhizobium","AMC22",0.000302675182963268
"3140246","Bradyrhizobium","AMC23",0.000563447616445841
"3140246","Bradyrhizobium","AMC24",0.000109938434476693
"3140246","Bradyrhizobium","AMC25",0.000402025524343929
"3140246","Bradyrhizobium","AMC26",0
"3140246","Bradyrhizobium","AMC27",0.000559865908658914
"3140246","Bradyrhizobium","AMC28",0.000392616887314165
"3140246","Bradyrhizobium","AMC29",0
"3140246","Bradyrhizobium","AMC2",0
"3140246","Bradyrhizobium","AMC30",0.000221461052382921
"3140246","Bradyrhizobium","AMC31",0.00134408602150538
"3140246","Bradyrhizobium","AMC32",0.000283726968678262
"3140246","Bradyrhizobium","AMC33",0.000249360194238467
"3140246","Bradyrhizobium","AMC34",0
"3140246","Bradyrhizobium","AMC35",0.000357378982542037
"3140246","Bradyrhizobium","AMC36",0.000172907700000467
"3140246","Bradyrhizobium","AMC37",5.1495957567331e-05
"3140246","Bradyrhizobium","AMC38",0.000273574329072368
"3140246","Bradyrhizobium","AMC39",0
"3140246","Bradyrhizobium","AMC3",0
"3140246","Bradyrhizobium","AMC40",0.000302513168559876
"3140246","Bradyrhizobium","AMC41",0
"3140246","Bradyrhizobium","AMC42",0.000225095665657905
"3140246","Bradyrhizobium","AMC43",0.000336935143902649
"3140246","Bradyrhizobium","AMC44",0.000305719921104536
"3140246","Bradyrhizobium","AMC45",0.00030814389366812
"3140246","Bradyrhizobium","AMC46",0
"3140246","Bradyrhizobium","AMC47",0.000268017474739353
"3140246","Bradyrhizobium","AMC48",0
"3140246","Bradyrhizobium","AMC49",0
"3140246","Bradyrhizobium","AMC4",0.000495422682976111
"3140246","Bradyrhizobium","AMC50",0.000367647058823529
"3140246","Bradyrhizobium","AMC51",0
"3140246","Bradyrhizobium","AMC52",0.000181064139816004
"3140246","Bradyrhizobium","AMC53",0.000511880204752082
"3140246","Bradyrhizobium","AMC54",0.000351795871224032
"3140246","Bradyrhizobium","AMC55",0.000192000768003072
"3140246","Bradyrhizobium","AMC56",0
"3140246","Bradyrhizobium","AMC57",0.000295139422633504
"3140246","Bradyrhizobium","AMC58",0
"3140246","Bradyrhizobium","AMC59",0.000231297062527306
"3140246","Bradyrhizobium","AMC5",0
"3140246","Bradyrhizobium","AMC60",0.000460652143490227
"3140246","Bradyrhizobium","AMC6",0.000322573938842395
"3140246","Bradyrhizobium","AMC7",0
"3140246","Bradyrhizobium","AMC8",0
"3140246","Bradyrhizobium","AMC91",0.000373700909289643
"3140246","Bradyrhizobium","AMC93",0.00035574772953283
"3140246","Bradyrhizobium","AMC94",0.000272977985728609
"3140246","Bradyrhizobium","AMC95",0.000395838558301581
"3140246","Bradyrhizobium","AMC96",0.000359496704613541
"3140246","Bradyrhizobium","AMC9",0.000541797258094382
"2782686","Bradyrhizobium","AMC10",0
"2782686","Bradyrhizobium","AMC1",0
"2782686","Bradyrhizobium","AMC21",0
"2782686","Bradyrhizobium","AMC22",0.00178500748927055
"2782686","Bradyrhizobium","AMC23",6.8296680781314e-05
"2782686","Bradyrhizobium","AMC24",0.00184696569920844
"2782686","Bradyrhizobium","AMC25",0.000316488178738837
"2782686","Bradyrhizobium","AMC26",0
"2782686","Bradyrhizobium","AMC27",0.00138584092205077
"2782686","Bradyrhizobium","AMC28",0.000876205980225515
"2782686","Bradyrhizobium","AMC29",0
"2782686","Bradyrhizobium","AMC2",0
"2782686","Bradyrhizobium","AMC30",0.000967046595405421
"2782686","Bradyrhizobium","AMC31",0
"2782686","Bradyrhizobium","AMC32",0.00324996345940555
"2782686","Bradyrhizobium","AMC33",0.00176520769079336
"2782686","Bradyrhizobium","AMC34",0
"2782686","Bradyrhizobium","AMC35",0.00139973434828964
"2782686","Bradyrhizobium","AMC36",8.87904405407805e-05
"2782686","Bradyrhizobium","AMC37",0
"2782686","Bradyrhizobium","AMC38",0.000303077442991938
"2782686","Bradyrhizobium","AMC39",0
"2782686","Bradyrhizobium","AMC3",0
"2782686","Bradyrhizobium","AMC40",0.00074127272601313
"2782686","Bradyrhizobium","AMC41",0
"2782686","Bradyrhizobium","AMC42",0.00117549958732461
"2782686","Bradyrhizobium","AMC43",0.0034555441502574
"2782686","Bradyrhizobium","AMC44",0.00157790927021696
"2782686","Bradyrhizobium","AMC45",0.00127387320990635
"2782686","Bradyrhizobium","AMC46",0
"2782686","Bradyrhizobium","AMC47",0.000924660287850768
"2782686","Bradyrhizobium","AMC48",0
"2782686","Bradyrhizobium","AMC49",0
"2782686","Bradyrhizobium","AMC4",0.00130558448219587
"2782686","Bradyrhizobium","AMC50",0
"2782686","Bradyrhizobium","AMC51",0
"2782686","Bradyrhizobium","AMC52",0.00106051853320803
"2782686","Bradyrhizobium","AMC53",0.000267400106960043
"2782686","Bradyrhizobium","AMC54",0.000630430654184659
"2782686","Bradyrhizobium","AMC55",0.00136800547202189
"2782686","Bradyrhizobium","AMC56",0
"2782686","Bradyrhizobium","AMC57",0.00150644080302518
"2782686","Bradyrhizobium","AMC58",0
"2782686","Bradyrhizobium","AMC59",0.0018246768266043
"2782686","Bradyrhizobium","AMC5",0
"2782686","Bradyrhizobium","AMC60",0.00182511545458786
"2782686","Bradyrhizobium","AMC6",0.000307149405384235
"2782686","Bradyrhizobium","AMC7",0
"2782686","Bradyrhizobium","AMC8",0
"2782686","Bradyrhizobium","AMC91",0.00235150927900835
"2782686","Bradyrhizobium","AMC93",0.000578261753410508
"2782686","Bradyrhizobium","AMC94",0.00130366122156373
"2782686","Bradyrhizobium","AMC95",0.0013416207624878
"2782686","Bradyrhizobium","AMC96",0.000489749133821346
"2782686","Bradyrhizobium","AMC9",0.00138535501436791
"931866","Bradyrhizobium","AMC10",0
"931866","Bradyrhizobium","AMC1",0.000490520687710004
"931866","Bradyrhizobium","AMC21",0
"931866","Bradyrhizobium","AMC22",0.000574306757417482
"931866","Bradyrhizobium","AMC23",0.000751263488594454
"931866","Bradyrhizobium","AMC24",0.000527704485488127
"931866","Bradyrhizobium","AMC25",0.000658637561159202
"931866","Bradyrhizobium","AMC26",0
"931866","Bradyrhizobium","AMC27",0.000756855765409272
"931866","Bradyrhizobium","AMC28",0.000531469201120395
"931866","Bradyrhizobium","AMC29",0
"931866","Bradyrhizobium","AMC2",0
"931866","Bradyrhizobium","AMC30",0.000472450245083565
"931866","Bradyrhizobium","AMC31",0
"931866","Bradyrhizobium","AMC32",0.000584649511215813
"931866","Bradyrhizobium","AMC33",0.000433099284729969
"931866","Bradyrhizobium","AMC34",0
"931866","Bradyrhizobium","AMC35",0.000452680044553246
"931866","Bradyrhizobium","AMC36",0.000570128091893433
"931866","Bradyrhizobium","AMC37",0
"931866","Bradyrhizobium","AMC38",0.000552512860675568
"931866","Bradyrhizobium","AMC39",0
"931866","Bradyrhizobium","AMC3",0
"931866","Bradyrhizobium","AMC40",0.000489563295684684
"931866","Bradyrhizobium","AMC41",0
"931866","Bradyrhizobium","AMC42",0.000400170072280719
"931866","Bradyrhizobium","AMC43",0.000501484865343478
"931866","Bradyrhizobium","AMC44",0.000557199211045365
"931866","Bradyrhizobium","AMC45",0.000546399481555841
"931866","Bradyrhizobium","AMC46",0
"931866","Bradyrhizobium","AMC47",0.0004556297070569
"931866","Bradyrhizobium","AMC48",0
"931866","Bradyrhizobium","AMC49",0
"931866","Bradyrhizobium","AMC4",0.000701363092370102
"931866","Bradyrhizobium","AMC50",0
"931866","Bradyrhizobium","AMC51",0.00053248136315229
"931866","Bradyrhizobium","AMC52",0.000353506177736008
"931866","Bradyrhizobium","AMC53",0.000756360302544121
"931866","Bradyrhizobium","AMC54",0.000560382803719696
"931866","Bradyrhizobium","AMC55",0.000228000912003648
"931866","Bradyrhizobium","AMC56",0
"931866","Bradyrhizobium","AMC57",0.000559535155409352
"931866","Bradyrhizobium","AMC58",0
"931866","Bradyrhizobium","AMC59",0.000462594125054612
"931866","Bradyrhizobium","AMC5",0
"931866","Bradyrhizobium","AMC60",0.000690978215235341
"931866","Bradyrhizobium","AMC6",0.000593509222194428
"931866","Bradyrhizobium","AMC7",0
"931866","Bradyrhizobium","AMC8",0
"931866","Bradyrhizobium","AMC91",0.000697181143022576
"931866","Bradyrhizobium","AMC93",0.000769184280070985
"931866","Bradyrhizobium","AMC94",0.000640350228204494
"931866","Bradyrhizobium","AMC95",0.00071009207023566
"931866","Bradyrhizobium","AMC96",0.000557480397009404
"931866","Bradyrhizobium","AMC9",0.000507506292392206
"2991972","Rhodopseudomonas","AMC10",0
"2991972","Rhodopseudomonas","AMC1",0.00183945257891252
"2991972","Rhodopseudomonas","AMC21",0
"2991972","Rhodopseudomonas","AMC22",0.00217305259563372
"2991972","Rhodopseudomonas","AMC23",0.00215134544461139
"2991972","Rhodopseudomonas","AMC24",0.00169305189094107
"2991972","Rhodopseudomonas","AMC25",0.00202723509084066
"2991972","Rhodopseudomonas","AMC26",0
"2991972","Rhodopseudomonas","AMC27",0.0022809351834252
"2991972","Rhodopseudomonas","AMC28",0.00213545282612339
"2991972","Rhodopseudomonas","AMC29",0
"2991972","Rhodopseudomonas","AMC2",0
"2991972","Rhodopseudomonas","AMC30",0.00203744168192287
"2991972","Rhodopseudomonas","AMC31",0
"2991972","Rhodopseudomonas","AMC32",0.00177114410750673
"2991972","Rhodopseudomonas","AMC33",0.00200800577465713
"2991972","Rhodopseudomonas","AMC34",0
"2991972","Rhodopseudomonas","AMC35",0.00212640494612512
"2991972","Rhodopseudomonas","AMC36",0.00209358512432998
"2991972","Rhodopseudomonas","AMC37",0
"2991972","Rhodopseudomonas","AMC38",0.00232269969584972
"2991972","Rhodopseudomonas","AMC39",0
"2991972","Rhodopseudomonas","AMC3",0.00214592274678112
"2991972","Rhodopseudomonas","AMC40",0.0022399830038403
"2991972","Rhodopseudomonas","AMC41",0.00983606557377049
"2991972","Rhodopseudomonas","AMC42",0.00152564840057024
"2991972","Rhodopseudomonas","AMC43",0.00238205311038152
"2991972","Rhodopseudomonas","AMC44",0.00241617357001972
"2991972","Rhodopseudomonas","AMC45",0.00242385351411108
"2991972","Rhodopseudomonas","AMC46",0.000943396226415094
"2991972","Rhodopseudomonas","AMC47",0.00216424110852028
"2991972","Rhodopseudomonas","AMC48",0
"2991972","Rhodopseudomonas","AMC49",0
"2991972","Rhodopseudomonas","AMC4",0.00226923017143568
"2991972","Rhodopseudomonas","AMC50",0
"2991972","Rhodopseudomonas","AMC51",0.00053248136315229
"2991972","Rhodopseudomonas","AMC52",0.00188824031522405
"2991972","Rhodopseudomonas","AMC53",0.00213156085262434
"2991972","Rhodopseudomonas","AMC54",0.00240030634259937
"2991972","Rhodopseudomonas","AMC55",0.00193200772803091
"2991972","Rhodopseudomonas","AMC56",0
"2991972","Rhodopseudomonas","AMC57",0.00165401051434193
"2991972","Rhodopseudomonas","AMC58",0
"2991972","Rhodopseudomonas","AMC59",0.00192747552106088
