"","AMC10","AMC1","AMC21","AMC22","AMC23","AMC24","AMC25","AMC26","AMC27","AMC28","AMC29","AMC2","AMC30","AMC31","AMC32","AMC33","AMC34","AMC35","AMC36","AMC37","AMC38","AMC39","AMC3","AMC40","AMC41","AMC42","AMC43","AMC44","AMC45","AMC46","AMC47","AMC48","AMC49","AMC4","AMC50","AMC51","AMC52","AMC53","AMC54","AMC55","AMC56","AMC57","AMC58","AMC59","AMC5","AMC60","AMC6","AMC7","AMC8","AMC91","AMC93","AMC94","AMC95","AMC96","AMC9"
"3046670",0,23,0,18,3,6,5,0,34,20,0,0,27,0,16,21,3,14,41,1,96,0,0,65,0,11,13,39,54,0,34,0,0,49,0,0,12,19,77,23,0,18,0,1,4,32,213,0,1,112,107,59,42,42,8
"80868",0,9,1,19,8,7,29,0,36,32,0,1,27,0,30,33,0,20,31,1,97,0,0,71,0,5,21,36,53,0,26,0,0,48,0,0,18,8,79,18,0,32,0,2,1,36,238,0,0,101,148,77,35,74,18
"3016636",0,40,0,24,0,0,61,0,83,67,0,0,82,0,81,40,0,94,68,0,208,0,0,194,0,0,82,57,125,0,35,0,0,67,0,0,56,45,102,43,0,41,0,0,0,40,485,0,0,201,172,94,78,224,47
"2792224",0,61,0,12,24,26,23,0,53,72,0,0,38,0,37,30,0,74,81,0,98,0,0,53,0,16,30,50,84,0,10,0,0,89,0,0,62,56,171,18,0,64,0,0,0,27,402,0,0,299,375,103,94,140,36
"2866628",0,31,7,17,19,0,17,0,61,55,0,5,14,0,44,31,0,35,72,0,134,0,0,31,0,23,9,24,49,1,32,0,0,70,0,0,10,15,121,28,0,16,0,11,0,40,441,0,0,90,219,18,90,122,12
"1288495",0,23,4,37,18,16,22,0,60,65,0,0,30,0,42,43,0,40,89,0,199,0,0,114,0,8,35,76,83,1,50,0,0,104,0,0,45,35,162,30,0,48,0,7,0,53,415,0,0,157,214,91,65,115,41
"216465",0,46,1,51,32,35,61,0,126,107,0,0,71,0,91,107,0,123,175,0,427,0,0,248,0,44,76,161,147,0,94,0,0,209,0,0,88,79,311,87,0,124,0,8,0,100,839,0,1,339,381,242,149,351,88
"364317",0,37,2,17,13,14,26,1,57,66,0,0,47,0,45,46,0,57,85,0,200,0,0,141,0,13,25,69,59,0,31,0,0,109,0,0,27,36,153,33,0,66,0,10,0,74,426,0,0,179,216,97,102,143,44
"1597781",0,20,1,13,8,6,19,0,36,26,2,1,22,0,18,19,0,10,32,4,105,0,2,46,0,5,20,25,27,2,19,0,0,55,0,0,21,14,59,10,0,20,0,2,0,39,176,0,0,68,87,47,44,58,11
"2069256",0,17,3,25,23,0,0,7,38,18,0,0,19,0,44,42,0,8,9,0,116,0,0,137,0,8,52,37,7,0,8,0,0,51,0,0,30,0,74,16,0,85,0,0,0,45,317,0,0,47,71,22,49,73,5
"346",0,9,14,9,38,9,9,0,43,11,0,0,10,0,14,47,0,4,27,4,44,0,0,97,0,0,32,34,32,0,6,0,0,39,0,0,10,8,177,10,0,5,0,0,0,17,138,0,0,131,37,84,75,13,149
"2875948",0,220,2,271,75,14,206,0,628,88,0,0,63,0,53,82,1,111,117,3,361,0,0,273,0,17,93,116,182,0,76,0,0,1099,1,0,44,297,365,40,0,76,0,58,0,767,887,0,0,311,373,171,117,166,264
"2489212",0,99,0,78,44,14,69,0,176,77,0,0,38,4,26,26,0,62,78,2,220,0,0,135,0,4,42,89,115,0,55,0,0,392,0,0,33,89,261,34,0,85,0,22,0,233,560,0,0,180,224,122,84,110,69
"3049069",0,144,2,129,53,13,108,1,306,85,3,1,36,0,22,31,0,40,73,3,174,0,0,120,0,13,37,77,113,0,46,0,0,541,1,0,31,118,191,24,0,53,0,34,0,359,448,0,0,209,177,108,97,76,128
"3135263",0,40,3,76,34,5,59,0,176,46,0,0,10,2,13,23,0,31,36,0,113,0,0,76,0,7,22,57,58,0,32,0,0,254,0,0,21,63,84,16,0,30,0,16,0,214,226,0,0,82,103,61,38,48,73
"2992441",0,68,0,38,3,3,19,0,129,25,0,0,6,0,8,13,0,12,24,0,38,0,0,66,0,0,9,36,39,0,9,4,0,162,0,0,5,62,46,0,0,11,2,12,0,116,79,0,2,39,42,3,6,28,66
"1795053",0,139,26,410,102,0,212,0,414,60,0,0,0,0,86,52,0,18,32,0,154,0,0,147,0,37,68,170,237,0,0,0,0,946,0,0,120,259,121,0,0,88,0,42,0,742,561,0,0,208,199,115,63,121,142
"2861280",0,0,0,64,58,100,134,0,779,255,0,0,48,0,162,49,0,0,138,0,388,0,0,408,0,0,0,184,398,0,50,0,0,560,0,0,49,187,244,143,0,0,0,0,0,393,1001,0,0,227,345,419,221,172,66
"33883",0,95,0,76,41,6,74,0,164,56,0,0,28,0,31,26,0,41,46,1,106,0,0,117,0,13,22,45,70,0,35,0,0,311,0,0,21,81,166,21,0,30,0,15,0,233,336,0,0,139,174,50,54,60,96
"743009",0,42,0,86,25,8,65,1,183,24,0,1,35,0,20,22,1,30,24,3,75,0,0,57,0,6,13,22,62,0,20,4,0,287,0,0,18,62,106,10,0,23,0,8,0,182,210,0,0,72,104,38,30,67,65
"462710",0,76,0,78,53,4,54,0,171,40,0,0,27,0,17,26,0,27,40,0,88,0,0,75,0,6,8,25,49,0,17,0,8,345,0,0,15,57,87,23,0,18,0,14,8,231,246,0,0,122,119,69,41,48,87
"2851642",0,0,0,66,30,0,78,0,196,32,0,0,8,0,0,0,0,24,15,0,56,0,0,42,0,0,7,26,0,0,0,0,0,287,0,0,0,30,61,0,0,21,2,10,0,103,88,0,0,49,7,43,8,29,36
"300019",0,40,0,71,8,11,27,0,139,9,0,0,17,0,6,3,0,18,17,0,23,0,0,33,0,7,10,32,23,0,11,0,0,187,0,0,0,17,36,7,0,7,0,12,0,63,103,0,0,86,23,17,10,53,22
"2810535",0,108,0,84,19,0,21,0,149,28,0,0,31,0,13,0,0,68,30,0,14,0,0,34,0,0,16,77,30,0,50,0,0,123,0,0,0,82,83,16,0,0,0,0,0,216,301,0,0,61,44,62,0,14,151
"370524",0,24,0,10,7,6,24,0,38,50,0,0,0,0,24,41,0,21,15,0,100,0,0,82,0,0,21,35,31,0,34,0,0,79,0,0,18,28,107,6,0,21,0,0,0,40,208,0,0,136,116,59,73,59,20
"2838237",0,975,0,1112,396,323,934,0,2779,2547,0,0,1521,0,731,1680,0,1889,2054,0,7165,0,0,5208,0,330,1286,2270,3969,0,1637,0,0,5301,0,0,1211,1047,8510,584,0,1616,0,194,0,3252,18706,0,0,8166,7904,4005,3805,3069,1244
"2735554",0,17,10,17,8,0,16,0,17,49,0,0,0,2,26,0,0,42,24,0,131,0,0,58,0,0,40,54,16,0,104,0,0,62,0,0,7,0,118,0,0,22,0,0,0,51,295,0,0,78,98,76,41,40,17
"2603598",0,103,11,159,47,0,96,0,107,22,0,0,15,0,18,23,0,14,14,0,105,0,0,117,0,0,14,43,62,0,28,0,0,411,0,0,22,113,164,8,0,26,0,0,0,277,248,0,0,46,89,40,54,44,122
"2171498",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
