"","freq","prev","p.freq","p.prev","p","contaminant"
"3058433",5.59162071772445e-07,11,NA,0.614163614163614,0.614163614163614,TRUE
"1649877",3.76073229022363e-06,27,NA,0.753846153846154,0.753846153846154,TRUE
"1573718",7.185852889124e-06,35,NA,0.811965811965812,0.811965811965812,FALSE
"2678259",7.32030569141986e-06,40,NA,0.844322344322344,0.844322344322344,FALSE
"2954084",4.86021107543993e-06,40,NA,0.844322344322344,0.844322344322344,FALSE
"3075220",6.5968066412373e-07,10,NA,0.604395604395604,0.604395604395604,TRUE
"3048622",8.4051067614258e-06,38,NA,0.831746031746032,0.831746031746032,FALSE
"2073078",1.13060965182865e-05,22,NA,0.713553113553114,0.713553113553114,TRUE
"2678261",6.88250894135732e-06,27,NA,0.753846153846154,0.753846153846154,TRUE
"2738843",4.53210578746821e-07,7,NA,0.574358974358974,0.574358974358974,TRUE
"3135254",7.08935887720396e-07,14,NA,0.642735042735043,0.642735042735043,TRUE
"2870750",2.91971039829875e-06,28,NA,0.761538461538461,0.761538461538461,TRUE
"46680",1.14564135217993e-05,25,NA,0.738095238095238,0.738095238095238,TRUE
"129817",2.90108293351301e-06,23,NA,0.721855921855922,0.721855921855922,TRUE
"78543",2.63882747658152e-06,12,NA,0.623809523809524,0.623809523809524,TRUE
"2995658",8.44728812047457e-06,35,NA,0.811965811965812,0.811965811965812,FALSE
"1190415",2.07693926398778e-05,33,NA,0.798168498168498,0.798168498168498,TRUE
"321846",1.65858206559798e-05,38,NA,0.831746031746032,0.831746031746032,FALSE
"485870",5.23815099574389e-06,27,NA,0.753846153846154,0.753846153846154,TRUE
"2738125",4.03535939631422e-06,32,NA,0.791086691086691,0.791086691086691,TRUE
"2213015",2.14472304769697e-06,14,NA,0.642735042735043,0.642735042735043,TRUE
"2745504",3.6354126853417e-06,31,NA,0.783882783882784,0.783882783882784,TRUE
"157782",9.64800293036183e-06,34,NA,0.805128205128205,0.805128205128205,FALSE
"271420",2.09915766063475e-05,34,NA,0.805128205128205,0.805128205128205,FALSE
"1415568",9.57087472222992e-06,24,NA,0.73003663003663,0.73003663003663,TRUE
"2769486",9.70937907639088e-06,32,NA,0.791086691086691,0.791086691086691,TRUE
"2603215",4.24103802500965e-06,28,NA,0.761538461538461,0.761538461538461,TRUE
"3139408",1.23361776130267e-05,29,NA,0.769108669108669,0.769108669108669,TRUE
"551989",8.65056635135227e-06,25,NA,0.738095238095238,0.738095238095238,TRUE
"2873269",2.95320416845441e-06,5,NA,0.553724053724054,0.553724053724054,TRUE
"401619",5.06090501627622e-07,9,NA,0.594505494505495,0.594505494505495,TRUE
"300181",9.8834713623182e-06,26,NA,0.746031746031746,0.746031746031746,TRUE
"41202",7.78237194421819e-06,35,NA,0.811965811965812,0.811965811965812,FALSE
"182337",1.01040941465624e-05,35,NA,0.811965811965812,0.811965811965812,FALSE
"2681984",8.92052654154037e-06,18,NA,0.679120879120879,0.679120879120879,TRUE
"1225785",6.74780998140102e-08,1,NA,NA,NA,FALSE
"2774015",2.47213648624966e-06,19,NA,0.687912087912088,0.687912087912088,TRUE
"351672",8.9109202172408e-08,2,NA,0.521855921855922,0.521855921855922,TRUE
"1486991",3.30093296055461e-06,25,NA,0.738095238095238,0.738095238095238,TRUE
"82985",1.71396679994664e-06,4,NA,0.543223443223443,0.543223443223443,TRUE
"56450",7.63576356283108e-06,39,NA,0.838095238095238,0.838095238095238,FALSE
"2886359",2.71566741383961e-06,14,NA,0.642735042735043,0.642735042735043,TRUE
"2730360",5.48459890652744e-06,28,NA,0.761538461538461,0.761538461538461,TRUE
"2854257",9.51888295145178e-06,20,NA,0.696581196581197,0.696581196581197,TRUE
"1055104",1.78118468396214e-05,25,NA,0.738095238095238,0.738095238095238,TRUE
"437505",6.08916636446144e-06,27,NA,0.753846153846154,0.753846153846154,TRUE
"656",3.86121096500295e-06,23,NA,0.721855921855922,0.721855921855922,TRUE
"105751",1.43742927188174e-07,2,NA,0.521855921855922,0.521855921855922,TRUE
"2950074",3.28975033725663e-06,13,NA,0.633333333333333,0.633333333333333,TRUE
"3040943",5.13671600300124e-06,34,NA,0.805128205128205,0.805128205128205,FALSE
"2864207",7.5126592728509e-06,8,NA,0.584493284493284,0.584493284493284,TRUE
"2814293",3.17707750646249e-06,17,NA,0.67020757020757,0.67020757020757,TRUE
"2864204",2.58670993950179e-06,21,NA,0.705128205128205,0.705128205128205,TRUE
"2518973",2.41194848644964e-06,22,NA,0.713553113553114,0.713553113553114,TRUE
"2831148",8.04755641724776e-08,3,NA,0.532600732600733,0.532600732600733,TRUE
"1940690",4.67951864866134e-06,15,NA,0.652014652014652,0.652014652014652,TRUE
"676",4.09105404269715e-05,35,NA,0.811965811965812,0.811965811965812,FALSE
"265668",1.33926617564013e-07,3,NA,0.532600732600733,0.532600732600733,TRUE
"672",8.19872113591874e-06,12,NA,0.623809523809524,0.623809523809524,TRUE
"525917",9.29952321738279e-07,14,NA,0.642735042735043,0.642735042735043,TRUE
"33059",1.76462963622366e-06,21,NA,0.705128205128205,0.705128205128205,TRUE
"2982533",5.41937984591885e-06,33,NA,0.798168498168498,0.798168498168498,TRUE
"2603598",9.02128803941721e-05,40,NA,0.844322344322344,0.844322344322344,FALSE
"2175622",5.94873401816655e-06,23,NA,0.721855921855922,0.721855921855922,TRUE
"2175664",1.70659091669502e-05,37,NA,0.825274725274725,0.825274725274725,FALSE
"2830995",2.10180161764138e-05,34,NA,0.805128205128205,0.805128205128205,FALSE
"1179670",1.21759596481423e-05,13,NA,0.633333333333333,0.633333333333333,TRUE
"37931",1.22225993879925e-05,17,NA,0.67020757020757,0.67020757020757,TRUE
"472569",2.12874693419817e-06,24,NA,0.73003663003663,0.73003663003663,TRUE
"1813880",7.18090444826793e-06,36,NA,0.818681318681319,0.818681318681319,FALSE
"3020906",4.49667745809405e-06,7,NA,0.574358974358974,0.574358974358974,TRUE
"2782004",8.17688607533661e-06,35,NA,0.811965811965812,0.811965811965812,FALSE
"2582831",8.20909475740769e-06,36,NA,0.818681318681319,0.818681318681319,FALSE
"1333528",2.93239555199095e-05,43,NA,0.862271062271062,0.862271062271062,FALSE
"2975623",5.54702591250559e-07,11,NA,0.614163614163614,0.614163614163614,TRUE
