"","AMC60","AMC6","AMC38","AMC30","AMC32","AMC33","AMC31","AMC36","AMC37","AMC3","AMC35","AMC39","AMC34","AMC7","AMC47","AMC49","AMC46","AMC45","AMC44","AMC41","AMC48","AMC40","AMC4","AMC43","AMC42","AMC10","AMC1","AMC91","AMC95","AMC93","AMC9","AMC94","AMC8","AMC96","AMC53","AMC5","AMC58","AMC57","AMC55","AMC59","AMC50","AMC52","AMC54","AMC51","AMC56","AMC22","AMC28","AMC25","AMC26","AMC24","AMC21","AMC29","AMC23","AMC27","AMC2"
"Gold_resistance",0.000553505535055351,0.000177730383008975,0.000261985852763951,0.00035880875493362,0,0,0,0.000285225328009127,0,0,0,0,0,0,0,0,0,0,0.000348250043531255,0,0,0.000330523880350355,0.000137485392177081,0.000426712182632814,0.00109229929000546,0,0,0.000301386377335744,0.000176569259291957,0.000225161835068956,0,0.000312695434646654,0,0,0,0,0,0.000362647325475975,0.00125078173858662,0,0,0.000447527411053927,0.000140845070422535,0,0,0.00106875667972925,0.000315806095057635,0.000815328169588259,0,0.00100857286938981,0,0,0,0.000205613241492752,0
"Iron_resistance",0.0162361623616236,0.0165289256198347,0.0153916688498821,0.0139935414424112,0.0149185219187514,0.0187948072079054,0.0144927536231884,0.0131203650884199,0.0178041543026706,0.0212765957446809,0.014760147601476,0,0,0,0.0165543792107796,0,0,0.0159965873946891,0.0165418770677346,0.0206185567010309,0.015625,0.0133035861841018,0.0158795627964529,0.011521228931086,0.0125614418350628,0.00214822771213749,0.0173618040311315,0.0138034960819771,0.0141255407433566,0.0144103574444132,0.0122991144637586,0.0129768605378361,0.0222222222222222,0.0146728810633523,0.0148787656135195,0,0.00966183574879227,0.0132366273798731,0.0134459036898061,0.020703933747412,0.00740740740740741,0.0143208771537257,0.016830985915493,0,0,0.0156750979693623,0.0150007895152376,0.0169180595189564,0.0056232427366448,0.0171457387796268,0.0237068965517241,0.0365853658536585,0.0168350168350168,0.0186079983550941,0.012987012987013
"Lead_resistance",0.0040590405904059,0.00595396783080067,0.00386429132826827,0.00609974883387155,0.0045903144365389,0.00678163146677,0,0.00684540787221905,0.0029673590504451,0,0.00335457900033546,0,0,0,0.00635226179018287,0.0046029919447641,0,0.00426575663858377,0.00417900052237507,0,0,0.00586679887621881,0.005086959510552,0.00384040964369533,0.00764609503003823,0,0.0039912193175015,0.00524412296564195,0.00485565463052883,0.00472839853644807,0.00524762217120367,0.00531582238899312,0,0.00448817538408424,0.00404114621601763,0.00384615384615385,0,0.00652765185856754,0.00625390869293308,0.0041407867494824,0,0.0049228015215932,0.00542253521126761,0,0,0.00516565728535803,0.00631612190115269,0.00550346514472075,0.00187441424554827,0.00504286434694907,0.00431034482758621,0,0.00710811821922933,0.00534594427881156,0
"Lipopeptides",0.00129151291512915,0.000977517106549365,0.0010479434110558,0.00143523501973448,0.00045903144365389,0.000775043596202286,0,0.000855675984027382,0,0,0.000670915800067092,0,0,0,0.00153994225216554,0.00230149597238205,0,0.00170630265543351,0.00208950026118753,0,0,0.000991571641051066,0.00137485392177081,0.00128013654789844,0,0,0.0015964877270006,0.000723327305605787,0.000706277037167829,0.00180129468055165,0.000655952771400459,0.000938086303939962,0,0.00138097704125669,0.000367376928728876,0,0,0.00217588395285585,0,0.0020703933747412,0.00740740740740741,0.000895054822107854,0.000845070422535211,0.0192307692307692,0,0.000356252226576416,0.000947418285172904,0.000815328169588259,0.00187441424554827,0,0.00431034482758621,0,0.00149644594089039,0.000616839724478256,0
"MLS",0.0411439114391144,0.0375899760063983,0.0396253602305476,0.0455687118765698,0.0433784714252926,0.0414648323968223,0.0289855072463768,0.0383628066172276,0.0237388724035608,0,0.0426031533042603,0.0481927710843374,0.0655737704918033,0,0.0465832531280077,0.00690448791714614,0.0033500837520938,0.0381785219153247,0.0372627546578443,0.0618556701030928,0.046875,0.0412328540737068,0.0402832199078848,0.0462982718156603,0.0491534680502458,0,0.0431051686290162,0.0383363471971067,0.0363732674141432,0.0385026737967914,0.0424729419481797,0.0402595372107567,0.0666666666666667,0.0386673571551873,0.0429831006612785,0.00384615384615385,0,0.042248413417951,0.0475297060662914,0.0496894409937888,0.0148148148148148,0.0358021928843142,0.0385915492957747,0.0576923076923077,0.0361990950226244,0.0415033843961525,0.0407389862624349,0.0432123929881778,0.00937207122774133,0.0504286434694907,0.040948275862069,0.024390243902439,0.0505050505050505,0.0407114218155649,0.038961038961039
"Mercury_resistance",0.0181734317343173,0.0197725051097485,0.0175530521351847,0.0215285252960172,0.0192793206334634,0.0209261770974617,0,0.0139760410724472,0.00890207715133531,0,0.0171083529017108,0,0,0.037037037037037,0.0136669874879692,0.00345224395857307,0.0016750418760469,0.014716860403114,0.0160195020024377,0,0,0.0184267063295323,0.0173231594143122,0.019415404309793,0.014199890770071,0.00214822771213749,0.018559169826382,0.0160337552742616,0.0181866337070716,0.0179566563467492,0.01426697277796,0.0161038148843027,0,0.0176074572760228,0.0167156502571639,0.00384615384615385,0,0.0194016319129646,0.0193871169480926,0.020703933747412,0.00740740740740741,0.0152159319758335,0.0186619718309859,0.0192307692307692,0,0.0183469896686854,0.0162640138954682,0.0201793721973094,0.00187441424554827,0.0201714573877963,0.0129310344827586,0.0121951219512195,0.0224466891133558,0.0172715122853912,0
"Metronidazole",0.0003690036900369,0.000622056340531414,0.00130992926381975,0.00107642626480086,0.00137709433096167,0,0,0.000285225328009127,0,0,0,0,0,0,0.00115495668912416,0,0,0.000426575663858377,0.000348250043531255,0,0,0.000661047760700711,0.000549941568708325,0,0.00109229929000546,0,0.0015964877270006,0.000723327305605787,0.000882846296459786,0.000788066422741345,0.000655952771400459,0.000781738586616635,0,0.000345244260314172,0.000734753857457752,0,0,0.00217588395285585,0,0.0010351966873706,0,0.000895054822107854,0.00028169014084507,0,0,0,0,0,0,0.00100857286938981,0,0,0.000748222970445193,0.000616839724478256,0
"Multi-biocide_resistance",0.0430811808118081,0.0445658935395006,0.0471574534975111,0.0471833512737711,0.0498049116364471,0.046115093974036,0.0579710144927536,0.0533371363377068,0.043026706231454,0.0638297872340425,0.0459577323045958,0,0.0655737704918033,0.037037037037037,0.0512030798845043,0.0552359033371692,0.0636515912897823,0.0443638690412712,0.0546752568344071,0,0.03125,0.0443728309370352,0.0431704131436035,0.0454448474503947,0.0415073730202075,0.0494092373791622,0.0449012173218918,0.0449065702230259,0.0497925311203319,0.0466084998592739,0.0496884224335848,0.0460444027517198,0.0888888888888889,0.048161574313827,0.0446362968405584,0.0673076923076923,0.0483091787439613,0.0504079782411605,0.048780487804878,0.0367494824016563,0.0518518518518519,0.0478854329827702,0.0445774647887324,0.0673076923076923,0.0542986425339367,0.0441752760954756,0.0533712300647403,0.053607827150428,0.0665417057169635,0.0443772062531518,0.021551724137931,0.0975609756097561,0.0486344930789375,0.0445152667831808,0.038961038961039
"Multi-drug_resistance",0.0666051660516605,0.0612725495423443,0.0631385905161121,0.0669178327951202,0.0610511820059674,0.0647161402828909,0,0.0614660581859669,0.0608308605341246,0.0638297872340425,0.0667561221066756,0.0240963855421687,0.0327868852459016,0.0740740740740741,0.0700673724735322,0.0253164556962025,0.0242881072026801,0.0651594326543671,0.0764408845551106,0.0412371134020619,0.0625,0.0610642868947281,0.0607685433422699,0.0719010027736292,0.0688148552703441,0.0322234156820623,0.0644581919776492,0.0641350210970464,0.0648009181601483,0.0623135378553335,0.0688750409970482,0.0626172607879925,0.0444444444444444,0.0635249438978077,0.0699853049228508,0.0403846153846154,0.0483091787439614,0.0649138712601994,0.0644152595372108,0.0709109730848861,0.0407407407407407,0.0698142761244126,0.062887323943662,0.0480769230769231,0,0.0675097969362309,0.0729512079583136,0.0666530778638402,0.0196813495782568,0.070600100857287,0.0560344827586207,0,0.0557426112981668,0.0641513313457387,0.038961038961039
"Multi-metal_resistance",0.115036900369004,0.137652181640451,0.136953104532355,0.131682813060639,0.141840716089052,0.122650649099012,0.144927536231884,0.127923559612094,0.0905044510385757,0.106382978723404,0.143408252264341,0.120481927710843,0.163934426229508,0.222222222222222,0.134167468719923,0.119677790563867,0.155778894472362,0.136824144182574,0.128852516106565,0.0927835051546392,0.0625,0.13262270699058,0.131504777617378,0.132280776616172,0.158383397050792,0.14500537056928,0.123927359808421,0.135201928872815,0.128454136134899,0.13149451168027,0.118727451623483,0.131957473420888,0.0777777777777778,0.140773347143104,0.129316678912564,0.117307692307692,0.0772946859903382,0.133091568449683,0.140400250156348,0.128364389233955,0.1,0.147907809353323,0.135985915492958,0.0769230769230769,0.149321266968326,0.122728892055575,0.123480183167535,0.125968202201386,0.144329896907217,0.135148764498235,0.0775862068965517,0.158536585365854,0.139169472502806,0.126452143518043,0.175324675324675
"Mupirocin",0.00571955719557196,0.00453212476672887,0.00497773120251506,0.00609974883387155,0.00436079871471196,0.00503778337531486,0,0.00641756988020536,0.0163204747774481,0.0319148936170213,0.00519959745051996,0,0,0,0.00577478344562079,0.00575373993095512,0,0.0036258931427962,0.0050496256312032,0,0,0.00570153693604363,0.00543067299099471,0.00640068273949221,0.00327689787001638,0,0.00419078028337657,0.00512356841470766,0.00476737000088285,0.0043343653250774,0.0044276812069531,0.00359599749843652,0.0666666666666667,0.00474710857931987,0.0053269654665687,0.00576923076923077,0.00966183574879227,0.00598368087035358,0.00875547217010632,0.0072463768115942,0.0037037037037037,0.00358021928843142,0.00429577464788732,0,0,0.0044531528322052,0.00568450971103742,0.00570729718711782,0,0.00806858295511851,0.0150862068965517,0.024390243902439,0.00523756079311635,0.00524313765806518,0
"Mycobacterium_tuberculosis-specific_Drug",0.00119926199261993,0.00155514085132853,0.00144092219020173,0.00125583064226767,0.00137709433096167,0.000775043596202286,0,0.00114090131203651,0.00593471810089021,0,0.00134183160013418,0,0,0,0.00192492781520693,0,0,0.00138637090753972,0.00139300017412502,0,0,0.000991571641051066,0.00103114044132811,0.000853424365265628,0.00109229929000546,0,0.00199560965875075,0.00150693188667872,0.00141255407433566,0.00180129468055165,0.00131190554280092,0.00140712945590994,0,0.000863110650785431,0.00128581925055107,0,0,0.00126926563916591,0.000625390869293308,0.0020703933747412,0,0.000447527411053927,0.00126760563380282,0,0,0.00178126113288208,0.00126322438023054,0.00122299225438239,0,0.00201714573877963,0,0,0.000748222970445193,0.00102806620746376,0
